科目,名稱,關鍵詞一,關鍵詞二,關鍵詞三,摘要
工程學科,為智慧手機打造具有三維觀察功能的便攜式光學切片顯微鏡,光學切片,3D,智慧手機顯微鏡,本作品首先證明了HiLo應用在散射光影像的可行性。目前看到有關HiLo的論文都只有提及收集螢光訊號，沒有看到有用在散射光訊號的收集上。本實驗透過架設自製原型機，證明HiLo 的原理也能夠應用在散射光上，大幅提升HiLo光切片的深度與廣度。再者，本作品將自行撰寫之App結合雲端運算。再經過驗證後確認處理出來的影像是正確的影像。不僅加速影像處理流程，而且使用者只需攜帶手機便可立即看到處理出來的成果。接著，利用3D列表機自製具有光切片功能的手機顯微鏡實體。將原型機微小化並與日常生活常見的手機結合，讓使用者方便使用的同時也實現經濟便利性。最後，實現影像立體化，利用光切片的影像能使得原本平面的2D影像，可以呈現3D的立體化影像。
行為與社會科學科,咀嚼口香糖對於記憶力與情緒放鬆的影響,口香糖,記憶力,情緒放鬆,本研究採用受試者內實驗法進行設計，以加上2次不同時間咀嚼運動與對照組，一共有2*2*2＝11 3個因子（糖分*刺激口味*咀嚼時間），次實驗。每次實驗量測短期記憶與短期工作記憶共6種題項，並透過心律變異器、簡單的腦波偵測儀與問卷調查，瞭解咀嚼口香糖對於情緒放鬆的影響。研究結果發現：咀嚼無糖口香糖對於數字廣度記憶有較佳的效果，反倒是咀嚼有糖薄荷口香糖時，則數字廣度記憶效果最差，甚至比單純咀嚼運動或對照組來得差放鬆上，。其次，在情緒受試者都認為咀嚼有糖薄荷口香糖，其糖分的味覺與薄荷的嗅覺有助於放鬆情緒，但透過心律變異器量測交感神經活性指數與副交感神經活性指數，反倒是增加緊張與焦慮的情緒。其次，從記憶力與心律變異結果得知－有糖分的口香糖會使得情緒較為緊繃與無法鬆懈，因此導致記憶力也跟著有降低的趨勢。但如果經過咀嚼15分鐘後，再進行記憶力量測時，其情緒較為輕鬆而記憶力也有所提升。咀嚼口香糖對於記憶與情緒並沒有太大改變增加，因此，本研究建議如果真的有咀嚼口香糖習慣的人，可咀嚼15到20分鐘再進行相關工作，如此將有稍顯幫助工作績效。但咀嚼有糖分與刺激口味的口香糖，可能會造成反效果。
行為與社會科學科,由擬馬克夫鏈探討臺灣地區總統選舉民調,穩定與變遷,擬馬克夫鏈,媒體選前民調,本研究目的主要是設計一套數學模式以探討臺灣地區選民投票抉擇的穩定與變遷，以及媒體的選前民調的準確度分析。研究中以馬克夫鏈分析臺灣地區選民投票抉擇的穩定與變遷，經研究發現臺灣地區選民投票抉擇乃屬於不穩定狀態。為避免選民因接收到不準確的資訊而改變自身投票抉擇，致影響選舉結果，本研究以科學性方法探討分析了臺灣地區主流媒體公布的民調結果。研究中使用總統選舉的選前民調，透過本研究所提出之「擬馬克夫鏈方法」預測選舉結果，再將此結果與中選會公布的實際選舉結果進行交叉比對以評估其準確度。本研究希望可以提出有效工具透過逆向工程方法來適時監督媒體，降低可能影響選民投票抉擇的人為操作，讓民調對於選民的投票抉擇有正向幫助；而透過較精準的民調以使未來選舉結果可以更進一步貼近民意，讓臺灣能邁向更好的未來。
行為與社會科學科,公益是否有價？ ── 論消費者背景變項與公益商品之關聯,利他,公益,價差,消費者對於公益商品的訂價看法為何？利他行為會不會有價差？本研究採取隨機分派之問卷研究法，調查板橋車站內受試者所認為的合理公益餅乾售價。問卷分為兩個模組，分別為公益餅乾與非公益餅乾，消費者填答自齡、教育程度等等基本資料。研究者將600份問卷排除遺漏值後，以己所認為的合理價格，並同時填寫性別、年584年齡介於21到30歲之份數據資料進行迴歸分析。分析結果指出，間的青年，最不願意為公益理念付出金錢，同時，教育程度越高以及感情狀態處於單身者也不願意為公益理念付出價差，而整體來說，受試者公益與非公益模組間的價差大約為平均價格的百分之十。研究者對此四項主要發現進行推論與探討，並期望日後有更多相關方面的研究。
物理與天文學科,圓周運動變形之摩擦力與物理建模之探討,摩擦力,數值分析,,本實驗主要是要透過實驗及程式模擬分析，探討變形之阿特午機在一般狀況下及過渡期的運動過程。透過實驗，我們找出不同的初始條件對於運動結果的影響，如質量比、繩長等。我們透過實驗和數值分析建構變形之阿特午機的模型。因為摩擦力和空氣阻力對於運動的影響皆不可忽略，因此我們也設計阿特午機和鉛直圓周運動的實驗以求出兩個影響因素的參數，並將其結果統整於理論分析中。這份研究有助於我們了解力學分析的過程，目前我們也正在進行更詳細的數值分析，我們也希望能在之後將變形之阿特午機的理論與實驗結果結合，預測不同變因的實驗結果。
物理與天文學科,實驗探討奈米氣泡水溶液的物理性質,奈米氣泡,界面電位,表面張力,將氮、氧、二氧化碳等三種氣體，分別注入水中成為飽和水溶液，將氣體水溶液分裝入塑膠試管中，用超音波洗淨儀以42kHz的頻率振動，可形成奈米氣泡水溶液。利用及界面電位量測儀測量氣泡的尺寸以及界面電位後，作奈米粒徑實驗探討不同尺寸的奈米氣泡對水溶液的磁性、表面張力、折射率、黏滯係數、以及擴散係數等物理性質的影響。實驗得知: ( 1 )氮和二氧化碳的奈米氣泡的尺寸愈小，水溶液受到的磁力愈大，氧氣則相反。( 2 ) 三種氣體水溶液的表面張力都是奈米氣泡尺寸愈小，表面張力愈小。( 3 )三種氣體水溶液的折射率都是奈米氣泡尺寸愈小，折射率愈大。( 4 )三種氣體水溶液的黏滯係數都是奈米氣泡尺寸愈小，黏滯係數愈小，110nm的二氧化碳奈米氣泡使水的黏滯係數降低38.8％。( 5 )三種氣體水溶液都會阻止甘油在水中的擴散，使其擴散係數變小。
物理與天文學科,"高熵合金Alx CoCrFeNi (x = 0 - 0.4), Al0.5CrFeMnNi, CoCrFeNiMn 和FeCrNi近常數電阻率之研究",高熵合金,電阻率,XRD,二元合金的電阻率大小取決於合金的有序度的大小，當「無序相」出現時，合金在等莫耳比例混和會有最高電阻率，以CuxAu1-x為例大約為7倍，但是如果「有序相」出現時，例如混和比例為25%(Cu3Au)及50%(CuAu)會出現電阻率大幅度下降現象，甚至接近純金屬元素之電阻率，因此我們猜想如果合金由三元到五元等莫耳比例混和，預期可能會出現類似結果，查文獻後才知道有一種合金叫做高熵合金(五元以上合金)。然而研究結果令人驚訝，我們觀察到極高的電阻率產生，大約為混合法則所得的21倍，以及異常小的電阻率溫度效應，經由XRD探測發現多元合金都有無序相出現，然而在300 K到673 K範圍內電阻率卻接近定值，實驗結果呈現殘留85%的電阻率，表示高熵合金的晶格內有高濃度的本質缺陷(Intrinsic defect)。 
物理與天文學科,水波虛擬干涉全像法與光聲成像,虛擬干涉全像法,相干性,光聲效應,全像攝影運用光波干涉性質呈現物體影像。干涉是波基本性質因此嘗試改以水波當波源，經過全像攝影相同過程來呈現物體影像。 將訊號產生器產生訊號一分為二，一個接到振動器產生水波，用光感測器接收相當於全像攝影物體波，另一個訊號直接以電壓感測器測量作為一虛擬平面參考波，將兩數值相加模擬物體波與參考波干涉，得到一數位化水波全像片。然後以程式計算虛擬平面參考波通過水波全像片，全像片上各個點波源相互干涉結果，成功將影像重建出來。討論影響影像重建變因、鑑別率，將不同位置物體影像一層一層顯示達成斷層掃瞄效果。水波「虛擬干涉全像法」是我們自行發展出來，以關鍵字搜尋並沒有發現類似實驗。 最後將相同原理運用在「光聲成像」，將一調變頻率40KHz光照射在物體上，經光聲效應轉換成聲波，將聲波經由「虛擬干涉全像法」成功呈現物體影像。
物理與天文學科,利用星團內短週期變星性質與星團運動狀態對疏散星團的性質探討 ——以英仙座雙星團為例,疏散星團,短週期變星,動力學,本研究主要目的在於利用現有的天文資料庫搜集星團成員星，並探討疏散星團中短週期變星的類型與空間分佈，以及星團在銀河系中的運動狀態，希望能對疏散星團的演化有更進一步的瞭解。英仙座雙星團在天空中的投影很靠近，以往文獻認為此雙星團可能相互影響，因此我以此天體當研究目標。除了線上天文資料庫檢索結果可以用來分析星團成員及基本物理參數，我還利用青藏天文台來取得觀測資料以填補研究中變星數據的不足。利用 2MASS測光數據及蓋亞巡天自行數據，此雙星團我挑選出共約80個成員星，另外我分析了51顆變星，其中有17顆星是經由本次觀測得到的新週期。根據該天體的自行與徑向速度，其運動狀態是以一快一慢的速度朝向銀心運動，並皆以銀心為中心相同方向旋轉，且在垂直銀盤方向同時向下遠離銀盤。
物理與天文學科,奈米濃縮晶片運用於人體體液濃縮之研究,預濃縮晶片,微奈米流道,人體體液,"本實驗探討低濃度離子的由於檢測方法，實驗利用微奈米流道濃縮晶片，將樣本進行濃縮。由於奈米離子選擇性流道對於液體離子導電度，即離子價性有所限制，因此，我們首先測試人體體液的可濃縮性。我們採用的樣本為血清、尿液、唾液及汗液，研究主軸是將螢光分子加入樣本內，做為濃縮的指示劑，並測試該檢體溶液是否能夠濃縮。藉由濃縮提高待測溶液的濃度，使得在少量檢體、稀薄濃度的狀況下，也可量測樣品內的物質濃度。在檢測方面，我們以具有奈米結構的表面電漿共振技術(Surface Plasmon Resonance, SPR)作為檢測平台。奈米結構表面會因吸附物質的改變，導致表面折射率改變，使得吸收光譜產生位移。因此日後可以依照光譜圖的位移量，推估檢體溶液的離子濃度，期盼此技術能運用於生醫晶片及簡易攜帶型生醫檢測器(Biosensor)上。"
地球與環境科學科,金山神祕海岸浮石事件解密,浮石,化學組成,搬運方式,浮石是一種多孔的火山碎屑岩，氣孔佔總體積很高的比例，因此能浮在水上。本研究針對臺灣新北市金山區神祕海岸所出露沉積層中的浮石進行探討，藉由閱讀文獻、實地考察、採樣、實驗分析等方式，來瞭解浮石的化學組成、礦物種類及可能形成機制與搬運途徑。依照化學成份分析及礦物種類比較結果顯示神祕海岸的浮石與日本、菲律賓的浮石較無關聯，最可能是來自台灣地區並由台灣北部大屯火山系或觀音山噴發所造成。至於其搬運方式，沉積物粒徑大小分析的結果顯示浮石是經由力量強大的海洋搬運作用攜至當地沉積。綜合上述，我們認為金山神祕海岸的浮石最有可能的生成方式為：1867年，由與大屯火山有相同岩漿系統的海底火山噴發出，接著此火山爆發所引發的海嘯將浮石帶至神祕海岸進行沉積。
地球與環境科學科,淘氣精靈與IOD關聯性之探討,淘氣精靈,IOD,降雨,"前人研究發現聖嬰南方震盪(El Niño–Southern Oscillation, ENSO)和淘氣精靈(Elves)兩 者間有顯著關係，顯示淘氣精靈的變化受太平洋上 ENSO 影響，因此我們想探討淘 氣精靈與印度洋震盪(Indian Ocean Dipole, IOD)間是否也存在相似的關聯性。一般以 DMI(Dipole Mode Index)代表 IOD 的發生情形，研究中我們挑出 2005 年 6 月 2015 年 11 月 IOD 正負事件時的海溫、雨量、閃電及淘氣精靈進行比較。研究結果顯示 淘氣精靈在印度洋上也有震盪的現象，且其趨勢與海溫相同，再將其與雨量變化做 比較後，我們推論 IOD 造成的海溫變化影響了大氣，進一步影響淘氣精靈的發生。"
地球與環境科學科,北極震盪指數與北緯40度以北海溫距平值之相關係數探討,北極震盪指數,海溫,相關係數,研究指出近年中高緯度天氣異常與北極震盪有關，本研究探討過去30年間北極震盪(AOI)、北大西洋震盪(NAOI)與南方震盪(SOI)特性及其間相關性，發現AOI與NAOI全年各月達中度相關以上，代表北極震盪暖相位時，西風有增強的趨勢，有利反聖嬰發展，說明海溫與北極震盪的連結。     分析2004至2013年北緯40度以北海溫資料，以月為單位各海域海溫距平值與AOI之相關係數，結合洋流圖進行區域互動之分析。發現當AOI正相位時，北大西洋暖流有增強的趨勢，與西風增強有關；海溫變化部份，6月、7月北緯85度以上北極海域低溫，應和夏季融冰或冷空氣封鎖極區有關，顯示高緯度海溫與北極震盪間的互動關係。
地球與環境科學科,搶救台灣國寶石 －－螺溪石的辨識及其特性之研究,台灣國寶,螺溪石,針鋩,螺溪石產於濁水溪流域，是台灣唯一適合製硯的國寶石。本文試著爬梳文獻典籍，透過製硯大師的專訪，到龍神橋、雙龍橋下進行田野調查，並對螺溪石與溪中的頁岩、砂岩、石英岩、礫岩等性質，予以比較研究，總結出辨識螺溪石的七種方法。此外，本研究也發現，螺溪石的岩性近似頁岩，含有少量的綠簾石，屬於輕度的變質岩。經由SEM的觀測與EDS的分析，發現螺溪石的礦物組成與排列成片狀，片狀結構中凸起的部分，主要成分為石英；片狀尾端的結晶形態則為磷灰石，片狀結構與結晶體的尖尖凸起部分，就是螺溪石所具有的針鋩。由於針鋩的分布均勻、縝密，所以容易下墨與發墨。磨出的墨液易被宣紙吸附，色澤黝黑、油亮。實驗顯示，螺溪石的墨液在室溫約-6.8℃左右才會結冰，符應文獻中對優質硯石「歷寒不冰」的讚美。唯有善用台灣國寶石，才能振興台灣的硯石文化。
電腦科學與資訊工程科,用於機器人空間建模的仿生認知系統,仿生工程,認知地圖,機器學習,本研究提出一可用於機器人空間探勘與辨識的仿生機器學習系統。本系統模仿生物大腦的層級性結構，各層級間透過雙向連結進行搜尋辨識與提示，並記憶空間中的感官、場景和位置資訊，分別由以下部分構成：1. 感官細胞：辨識特定感官輸入類別。2. 場景基模細胞：組合具方向性的感官細胞數據。3. 網格細胞：接收移動數據的內在座標系統。4. 位置細胞：整合感官數據與空間數據、建立拓樸空間認知地圖。經模擬實驗證明，本系統能在第一次探勘時建立空間認知地圖，並於再次造訪時成功匹配位置細胞進行定位。本系統有異地探勘、在複雜空間中進行路徑與任務規劃等廣泛應用。
電腦科學與資訊工程科,確定有限狀態自動機與量子有限狀態自動機之間的轉換與比較,自動機,量子計算,資料轉換,量子計算的效率相較傳統計算有指數級成長。然而此領域中多數研究皆專注於量子計算的性質本身，鮮少討論如何將傳統環境中的既有資訊轉換至量子環境下。一旦量子電腦實現，受量子效應限制，傳統資料多半不能相容於量子環境中。因此，本研究的目的是發想出一種系統性的演算法以確實跨越量子資訊與傳統資訊之間資料結構的藩籬。我們選擇的計算機模型是確定有限狀態自動機（Deterministic Finite Automaton，簡稱DFA）。 本研究由自動機的轉移矩陣（Transition Matrix）及量子環境要求的可逆性（Reversibility）出發，自傳統DFA一步步轉換至量子有限狀態自動機（Quantum Finite Automaton，簡稱QFA）並進行優化。最終，我們定義出一種新的QFA模型（QDFA）能在量子環境下運行，具有增大的字母表（Alphabet Set）但功能完全等價於DFA（能辨認正則語言）。本研究獨創的演算法的時間複雜度為O(𝐶×𝑁2)。
電腦科學與資訊工程科,英文篇章難易度自動分級之研究,語法分析,程度分級,語言學習,以製作適合高中生的英文篇章難易度自動分級為初衷，本研究採高中英文課文為語料，針對「如何分級」，意即從文章萃取哪些特徵、利用何工具或語料協助萃取特徵、以何工具分級等因素，進行研究與實驗，並建立一套新方法。首先進行前處理，再嘗試以單字、句型的數量或比例、句長、音節長、整合以上分析等各式特徵，支持向量機(Support Vector Machines)、隨機森林分類器(Random Forest Classifier)、決策樹分類器(Decision Tree Classifier)、卷積神經網路句分類器(Convolutional Neural Networks for Sentence Classification)等工具，進行將篇章分為高中一、二、三年級等三個難易度等級的測試，建立自動分級模型。最後製作成可供大眾使用的自動分級網頁。各項測試之中，最佳分類效能為整合各項特徵時得到的分類正確率65.04%，經模擬得知，此效能較過去研究，已有所提升。
電腦科學與資訊工程科,用於抖動屏幕的繪圖失真恢復系統,失真修正,動態預測,使用者介面,在這個智慧型裝置普及的時代，觸控螢幕已經深入人們的生活。隨著手寫輸入法、滑行輸入法等筆跡輸入系統的完善，其也成為人們與裝置互動最重要的工具，卻也常因為搖晃造成輸入的筆跡變形。為了改善人們在不穩定環境下的輸入體驗，本研究提出了“筆跡變形修正系統”。通過結合內置感應器的資訊，系統估計裝置的運動軌跡，並以提出的屏幕-手指互動模型恢復失真的筆跡。研究中使用了一種不需要額外儀器的校準方法校正感應器誤差，再套用本研究所開發之變形修正演算法，成功在生活中恢復失真筆跡並證明了其有效性及必要性。經過數代的改進與實驗參數優化，修正效果已大幅提升。
環境工程科,神農菌、嚐百草-利用基因轉殖的大腸桿菌偵測中草藥內的重金屬,中草藥,大腸桿菌,重金屬偵測,中藥一直存有重金屬汙染的疑慮，而目前檢驗這些可疑重金屬的儀器與技術皆需耗費大量金錢與時間，因此研發出簡便快速的偵測工具極為迫切。本研究目的是利用基因轉殖的大腸桿菌，偵測出中草藥內的重金屬。  實驗結果顯示，利用含有銅離子基因轉殖的大腸桿菌，偵測7種常見的中藥材浸膏，除了黃岑之外，其他6種中藥材內可偵測到銅離子，並且具有定量的螢光表現。其中，研究發現由於黃岑本身會有吸附銅離子的現象，因此利用螯合劑EDTA來解決此問題。結果顯示，螯合劑不會影響大腸桿菌的正常代謝，但能成功地將銅離子搶出並誘導細菌產生螢光。最後利用螢光顯微鏡觀察，發現深色的中藥並不會影響大腸桿菌的螢光表現。  未來期望可將本研究初步成果，做更進一步的研究，除了能合成更多不同基因的大腸桿菌，以偵測不同種類的重金屬外，還製成便宜且方便使用的重金屬生物感測器產品，方便民眾檢驗手中的中草藥材，確保所使用的中草藥之安全性。
環境工程科,晶圓廢棄物處理新方法,矽晶型太陽能板,EVA,,近幾年已進入太陽模組退役的高峰期，比較現行主要回收方法，在乙烯/醋酸乙烯酯(EVA)處理過程中會產生危害環境物質，因此研究低毒性、易處理的EVA移除技術，減低環境負擔，是值得開發的技術。研究以上層利用高溫燒斷交聯鍵結，失去交聯的EVA再以二甲苯溶解；下層使用鹽酸輔助水分子與EVA碰撞，破壞聚合單體間的鍵結。水解的過程中產生的溶液，則根據離子特性以沉澱、氧化還原鑑定，以利規劃完整回收再利用。     破壞上層交聯結構所需鍛燒兩次各200℃、1.5小時，再置入二甲苯中震盪2小時，同時可去除背板。水解最佳條件為90℃、10M的鹽酸，在裂隙越多的模組效果越快。使用後的鹽酸中，必定有鋁、鎳離子釋出，導線破損還會溶出銅。依模組狀態分為較完整與破碎，破碎模組水解下層，輔助歐盟回收法；較完整的模組先破壞上層。水解時，產生的鹽酸溶液則利用離子交換樹脂處理，回收並減少二次傷害環境。
環境工程科,自製高效率簡易水解發酵裝置將纖維素轉化為生質酒精之新製程,纖維素,生質酒精,簡易速效水解裝置,本研究以不同水解纖維素的方法，包括傳統酸水解、微波及臭氧法，完成效果比較，並以各方法最優勢理論組成最快速且產醣量最高的水解程序。再以麴菌發酵將醣轉為生質酒精，以止逆閥自製簡易即時取樣發酵裝置並研究效率最佳的麴菌酒精發酵，其中速發酵母平均一天酒精生成率高達約90.5%。 藉由基礎水解及發酵研究成功設計一套「低耗能、低成本、低汙染、高效率」自製可攜式簡易水解發酵膠囊進行纖維素水解，轉化為醣後又可在同一膠囊中加入麴菌進行酒精發酵，效果極佳，提升轉換率達63.8%。本研究進一步透過此自製膠囊推廣到廢棄稻草桿、甘蔗渣、甘蔗皮等，皆可得到極佳效果。
