科目,名稱,關鍵詞一,關鍵詞二,關鍵詞三,摘要
植物學科,探討台灣藜抗鹽耐旱的可能原因及囊狀細胞角色 ,台灣藜,抗氧化酵素,囊狀細胞,台灣藜為原生種作物，本實驗探討其抗逆的可能原因，並發現囊狀細胞的不同功能。台灣藜種子發芽率與幼苗生長，隨鹽度及乾旱程度上升，受到很大抑制；發展至第一對葉，台灣藜才展現較好抗逆能力。不論子葉或第一對葉，鹽度越高或越乾旱，花青素與類黃酮含量均較高。但POD與CAT活性，子葉時活性變化不大；生長至第一對葉時，POD在2%鹽處理組及乾旱w40%組，活性分別上升10.8及3.6倍，而CAT在2%鹽處理組及乾旱w40%組，活性上升5.2及3.8倍，酵素活性上升的結果與抗逆關鍵時期相符。刷除囊狀細胞後，發現台灣藜在鹽逆境下生長較差；2%鹽處理後，刷除囊狀細胞的葉片，其CAT活性下降約64%。收集囊狀細胞，進行CAT活性分析，囊狀細胞組及其去除活性組(加入去除CAT活性的Stop solution)，兩者間的OD值相差達7.9倍。顯示台灣藜的囊狀細胞不僅有儲鹽的能力，還具有抗氧化酵素協助抗逆。 
植物學科,重金屬對水蘊草抗氧化活性之研究,抗氧化活性,過氧化氫酶,溶氧量,本研究採用水蘊草做為水生植物材料，以0.1%、0.5%的鎂離子、鈣離子與銅離子為培養液，於一般光照、全光照與全黑暗的環境下，分析溶氧量、葉綠素a、總抗氧化活性與CAT活性的分析。 所得結果發現低濃度、高濃度的鎂離子、鈣離子在光照的環境下都可以提高溶氧量、提高葉綠素a含量、提高總體抗氧化活性與CAT活性；而銅離子對於水蘊草而言可能是種傷害，都會降低溶氧量、降低葉綠素a含量、降低總體抗氧化活性與CAT活性。 
植物學科,探討肉桂醛提升綠豆耐鹽能力之機制 ,肉桂醛,抗氧化,鹽害,濃厚氣味的中藥，吃了能讓人強健體魄，那植物服用後呢？研究發現，綠豆能感受肉桂粉中的氣味分子”肉桂醛”，並透過改變其生理與生長的發育來減緩其在鹽逆境下細胞死亡的程度，提高長期耐鹽能力。本研究顯示，熏完肉桂醛的綠豆能透過減少氣孔數、使澱粉代謝、增加根系來應對鹽逆境下的缺水問題，在生化研究方面，能透過在根部提前累積脯胺酸來應對滲透壓逆境。此外肉桂醛氣味能激發綠豆的抗氧化力，我們發現，肉桂醛能讓綠豆提前累積抗氧化物(脯胺酸、抗壞血酸)，另能提高抗氧化酵素活性(POD、APX)來應對鹽逆境下的氧化傷害。本研究發現綠豆能感受肉桂醛氣味並提升其長期耐鹽能力，期待未來能將研究成果用於農業，減少逆境對農業帶來的損失。 
微生物學科,真菌及塔粉綠尺蛾幼蟲食草選擇之探討 ,真菌,塔粉綠尺蛾,食草,本研究主要探討塔粉綠尺蛾食草選擇與其葉內真菌之關係。觀察培養四種植物（烏臼、鵝掌柴、白匏子與島榕）葉內真菌，以真菌生長率、菌絲與孢子形態辨識真菌種類。當我們以烏臼葉內間座殼菌屬（Diaporthe sp.）真菌與不同植物放在一起時，幼蟲取食原為非食草的白匏子葉片，而島榕則有嘗試啃食之現象；此外，飼養過程中我們發現取食烏臼的塔粉綠尺蛾幼蟲糞便較其他種幼蟲易長出真菌，進行幼蟲糞便與消化道真菌培養後，皆有與葉內真菌相似的菌體形態。我們推測烏臼、葉內真菌與塔粉綠尺蛾間的交互作用關係之一可能為：烏臼透過葉內真菌誘使塔粉綠尺蛾雌蛾前往產卵，經幼蟲食用葉片後所排出之糞便以作為葉內真菌傳播的媒介。 
微生物學科,利用次世代基因定序技術探討我國急性腹瀉患者之腸道菌叢表現 ,急性腹瀉,次世代基因定序,腸道菌叢,依據世界衛生組織2013年調查研究顯示，全球每年約有29%的孩童 (超過兩百萬名) 因腹瀉及肺炎而死亡，而在我國腹瀉群聚亦佔傳染病防治之大宗，尤其2020年受新冠肺炎(COVI-19) 疫情影響，台灣民眾均留在國內旅遊，腹瀉案件急速增加，且因適逢旅遊熱門旺季加上中小學開學之際，經常出現規模上百人的腹瀉群聚，危害民眾健康。現階段急性腹瀉病人的治療多以支持性療法為主，然而目前應用糞便移植重建腸道菌叢已是包括癌症在內的重症醫療方向之一。本研究應用次世代基因定序技術偵測微生物16S rRNA 的高變異區域進行急性腹瀉患者腸道微生物菌相組成、菌種豐富度分析及菌種鑑定，希望透過偵測急性腹瀉患者的腸道微生物相分析有助於理解腹瀉患者與健康人體腸道菌叢的差異，可提供未來臨床治療參考，亦可藉此推動從家庭到社區的全民健康促進，打造健康優質的生活品質。 
微生物學科,探討芽孢桿菌FZB42對植物病原菌拮抗之分子機制,芽孢桿菌,拮抗機制,隨機突變,植物病原菌為造成台灣農業生產損害的一大威脅，近年來隨環保意識抬頭，生物防治更顯重要。本研究旨在探討芽孢桿菌FZB42 (Bacillus velezensis FZB42)中，影響對植物病原菌拮抗作用的基因序列，主要選取馬鈴薯瘡痂病菌(Streptomyces scabies PS07)做為本研究植物病原菌的受試對象。 研究中以跳躍子TnYLB-1隨機插入FZB42之基因體，破壞基因的表現能力，並以對峙培養實驗(dual culture experiments)分析其對植物病原菌的抑制圈半徑大小，觀察其拮抗效果的變化，後續以反向聚合酶連鎖反應(Inverse PCR; iPCR)技術確認跳躍子插入所破壞的基因序列，進而探求其對於植物病原菌拮抗的分子機制。 本研究初步篩選出五株FZB42突變株(mutant)，於對峙實驗中分析得知其對S. scabies PS07的拮抗效果較FZB42野生株顯著降低，推測該突變株內受跳躍子插入破壞的基因與其拮抗作用相關。再透過iPCR確認該基因的序列，經資料庫比對，推論此基因最有可能為「可產生蛋白質LoaP以促進菌體內基因簇(difficidin gene cluster)產生抗細菌物質的基因」或「藉光遺傳學控制調控菌體生長的基因」。本研究探究FZB42拮抗病原細菌S. scabies PS07的機制，得證抗細菌基因與芽孢桿菌FZB42拮抗馬鈴薯瘡痂病菌Streptomyces scabies PS07之分子機制具有一定關聯性。 期望透過本研究對此拮抗機制的結果，應用於抑制馬鈴薯瘡痂病菌對作物的威脅，提供未來生物防治領域的參考。 
微生物學科,太陽能利用盒裝微生物圈日夜供電,微型生態圈,硝化菌,厭氧菌,"本研究在生物光伏電池(Bio-photovoltaics, BPV)的陽極添加能氧化含氮廢物放出電子的硝化菌，並在陰極添加能吸收電子還原硝酸鹽與硫酸鹽產生氮氣與硫化氫的厭氧菌，建立不需外部供給物質，能夠自我維持且不斷發電的微型生態圈(Boxed Micro-Biosphere, BMB)。實驗結果顯示在陽極加入硝化菌後，能使含小球藻與共生菌Sym1的BMB功率提升38倍至99.46±9.31μW · m-2，而在陰極加入厭氧菌能讓功率再提升至262.51±37.30 μW · m-2，且此電池截至目前為止已運轉超過4272小時，發電功率仍保有67.4%(176.98 μW · m2)。若將Sym1與Sym2同時加入陽極則可使功率密度提高至463.19±25.50 (μW · m-2)，夜間功率可達白天的93.1%，但在野外實驗環境下一週內就失去發電能力。若將BMB中小球藻換成來自高溫與強酸環境的溫泉藻(H)，其野外平均功率為388.80±14.87 μW · m-2，夜間發電量為白天97.9%，其功率與壽命(目前尚在運作中)遠高於小球藻BMB。 未來我們將篩選能加強溫泉藻發電能力的共生菌使其更具實用性。 "
生物化學科,以新型CRISPR-Cas9技術優化粒線體基因剪輯 ,CRISPR-Cas9,粒線體DNA,基因剪輯,本研究開發一個新型的CRISPR-Cas9技術剪輯粒線體DNA，提供粒線體基因所造成疾病的一個有潛能之治療方式。在本研究中，我們將嵌入粒線體標的訊號序列後的 Cas9 蛋白質和 sgRNA 分子送入粒線體內，將 CRISPR-Cas9系統套用於粒線體中，並達成剪輯粒線體基因之目的。我們將 Cas9 蛋白質和 sgRNA 分子鑲嵌於同一質體上，有效導入CRISPR-Cas9系統於粒線體內，並觀察到剪輯之標的基因ND4含量下降了 32%，達到粒線體基因編輯之目標。雖然前人曾用ZFN (Zinc-finger Nuclease)和TALEN (Transcription Activator-like Effector Nucleases)成功編輯粒線體基因，但由於製作過程繁瑣和經費昂貴等種種原因，並未被廣泛使用。我們開發的新型CRISPR-Cas9粒線體基因剪輯系統將可以提供一個相對簡易且價格低廉的粒線體基因剪輯平台。 
生物化學科,探討粒線體如何參與調控細胞內鈣離子訊息傳遞 ,內質網-細胞膜連接點,鈣池調控鈣離子內流,鈣離子,"鈣池調控鈣離子內流(store-operated calcium entry, SOCE)是非興奮性細胞中最主要的鈣離子通道。當內質網缺乏鈣離子時，位在內質網上的STIM1(Stromal interaction molecule 1)便會改變構型與在細胞膜上的ORAI1(Calcium relaease-activated calcium channel protein1)接合，激活SOCE的路徑。近來的研究顯示，粒線體會影響SOCE的活性。已知平均有5%-20%的粒線體藉由連繫蛋白與內質網相連。又已知內職網在缺乏鈣離子時會移動至細胞膜附近，故我們認為粒線體有很大的機率藉由連繫蛋白與內質網一同移動至細胞膜並透過吸收鈣離子的機制來調控SOCE的活性。 在使細胞表現特定螢光蛋白的前提下，我們透過活體細胞攝影來觀察特定對象(粒線體、粒線體內鈣離子)的動態變化。 從實驗結果中我們發現：當SOCE被激活後，粒線體會移動至SOCE發生處且較靠近STIM1。又絕大部分移動至SOCE發生處的粒線體同時也會吸收鈣離子。 過去的研究已證實，當粒線體與內質網之間缺乏鈣離子時，SOCE的活性會降低，且當粒線體內膜的主要鈣離子通道MCU(Mitochondria calcium uniporter)缺乏時，亦會導致相同的結果。又從我們的實驗可知當SOCE被激活時，粒線體會移動至SOCE發生處並吸收鈣離子。綜合上述，我們可以推論以下機制，當細胞內的SOCE被激活時，粒線體會藉由連繫蛋白與內質網一同移動至SOCE發生處，同時以吸收鈣離子的方式來調控SOCE的活性以及細胞內的鈣離子濃度。 "
生物化學科,針對漸凍症致病蛋白TDP-43纖維的專一性抗體篩選與研究,專一性抗體篩選,TDP-43,蛋白質纖維,在漸凍症(ALS)以及額顳葉失智症(FTLD)等神經疾病中的病患腦內，caspase-3 會加速TDP-43 片段化，使其切為25kDa及35kDa兩個片段，分別為C端片段及N端片段，必造成病患腦內會有不正常的類澱粉蛋白TDP-43錯誤折疊而產生的蛋白質堆積，而不同堆積階段依序為依序為單體(monomer)、多倍體(oligomer)、纖維(fiber)，其中纖維為許多神經退行性疾病的病理標誌。目前在TDP-43相關的疾病中，沒有生物標誌(Biomarker)及有效藥物來進行檢測及治療。在本研究中我利用由單株抗體技術所製造出對應TDP-43 纖維的不同抗體進行純化及濃縮，並透過酵素連結免疫吸附分析法(ELISA)鑑定這些抗體對於TDP-43不同型態的親和力，並找出對TDP-43纖維專一性最高、結合效率最好的抗體，並實際了解抗體與TDP-43纖維的結合過程，了解抗體所能認的抗原表位(epitope)。以期做為疾病不同階段的生物標誌(Biomarker)來預測疾病進展並評估對治療的反應。
生物化學科,細胞核 CTEN 蛋白質對 Wnt 訊息傳導路徑之影響及細胞癌化之調控 ,CTEN,Wnt訊息傳遞路徑,β-catenin/TCF/LEF,正常細胞的 C-terminal tensin-like (CTEN) 蛋白質位於細胞質且含量低，但研究發現 CTEN 在大腸癌細胞中會大量表現並累積於細胞核內，進而提升癌細胞遷移與侵襲的能力；而 Wnt 訊息傳遞路徑在癌細胞中常有過度活化的現象。因此本研究主要探討 CTEN 於細胞核內的累積和 Wnt 訊息傳遞路徑的互動關係，進而調控細胞癌化的機制。分析 CTEN 分布有差異之細胞株的轉錄體發現，在較多 CTEN 累積於細胞核的大腸癌細胞株中，其 Wnt6、Wnt11 兩基因的表現量上升，研究指出 Wnt6、Wnt11 皆會影響大腸癌細胞的遷移與侵襲。另外，CTEN 會與 Wnt 訊息傳遞路徑中的 β-catenin 結合，因此本實驗利用啟動子帶有 Wnt 訊息下游轉錄因子結合位的質體，測定其下游 β-catenin/TCF/LEF 轉錄因子的轉錄活性。結果顯示 CTEN 累積於細胞核中會提高 β-catenin/TCF/LEF 之轉錄活性，進而增加 Wnt6、Wnt11 等下游基因的表現量，影響大腸癌細胞的遷移與侵襲。 
生物化學科,激增殺手Ｔ細胞的水膠細胞平台於免疫療法的應用,免疫療法,水膠細胞,T細胞激活,"本實驗研發新型水膠細胞優化技術，成功提供一個平台供應淋巴細胞激活信號（MHCantigen complex）、共刺激配體及細胞因子刺激三大要素，能激增殺手Ｔ細胞。實驗中優化的水膠細胞能完整保留細胞膜的表面特性，經實驗證實無生物安全性的疑慮。另外本實驗也著重於探討人工合成抗原細胞強韌度對T細胞增生程度的影響。我們利用水膠細胞易改變細胞質強韌度且不影響生物相容性的優點，針對T細胞增生程度進行比較。本研究結果顯示，高細胞質強韌度(120kPa)的人工合成抗原細胞（aAPCs, Artificial antigen presenting cells）擁有高效率的T細胞激活潛力，相對於低細胞質強韌度(25kPa)的對照組可以提高約51.2%，並達到顯著差異，推測其和收縮性及突出性絲狀肌動蛋白增加以致訊號增強有關。本實驗的新型水膠細胞優化技術提供臨床醫學免疫療法一個高潛力的新技術平台。"
生物化學科,香豆素(Coumarin)及其衍生物對人類胰島類澱粉蛋白(IAPP)聚集之影響,香豆素,胰島類澱粉蛋白,螢光強度,目前已有研究指出：胰島類澱粉蛋白(islet amyloid polypeptide；簡稱IAPP)的不正常堆疊與聚集，與罹患第二型糖尿病有很大的關聯。本研究使用一系列有機物香豆素(coumarin)分子，觀測其對胰島類澱粉蛋白聚集之影響；我們成功地自行合成出高純度的IAPP分子，將其與經光學性質篩選過的香豆素有機物，進行硫磺素-T動力學試驗，並輔以電子顯微鏡、圓偏光二色光譜進一步瞭解有機小分子對於IAPP結構之影響。實驗結果得知：具較高極性基團或取代基之香豆素系列分子，可抑制IAPP聚集成纖維；且具特定官能基結構者可有效改變IAPP之纖維型態。期待透過本研究探討有機分子與蛋白質作用之機制，進一步為糖尿病病症提供治療方法與途徑。 
生物化學科,秀珍菇中醣類與蛋白質含量探討 ,秀珍菇,醣類,蛋白質,本研究選擇秀珍菇作為研究的題材，藉由不同波長(白光、藍光、綠光、紅光)與不同瓦數(9W、3W、1W)低溫型 LED 燈照射(每日12小時，共5天)菌菇太空包，發現在高瓦數(9W)的燈照下其生長最快、3W次之、1W最慢；另在藍光下，秀珍菇生長最茂盛-蕈柄最為茂密粗壯、蕈傘顏色最深，次為白光、再者綠光、紅光下的生長則最慢-蕈柄較稀疏且細、蕈傘顏色最淺。     接續將採收的秀珍菇(以低溫烘乾<40℃)，取單位乾重(0.5公克)分別檢測其蛋白質及醣類的含量進行比較，其結果發現蕈菇在紅光下生長其含醣量較高、綠光次之、再者白光、末者藍光；而蛋白質含量由高至低依序為藍光、白光、綠光、紅光；相同色光不同瓦數下的含量分析結果顯示，含醣量以低瓦數較佳，蛋白質含量以高瓦數較佳。
醫學與健康科學科,探討雙黃酮類CRYT對抑制發炎反應與免疫細胞移動的影響,雙黃酮類CRYT,發炎反應,細胞遷移,發炎反應與癌症具有密切的關係，而如何抗發炎是現今重要的研究主題。本研究主要探討雙黃酮類藥物CRYT對LPS誘發之發炎反應與免疫細胞遷移的影響。本研究首先以細胞試驗分析細胞激素與趨化因子的表現量觀察CRYT對發炎反應的影響。接著，利用反轉錄聚合酶連鎖反應 (RT-PCR) 和共軛焦顯微鏡觀察黏附分子與調控細胞骨架分子的表現量，以了解CRYT對免疫細胞遷移的影響。再來我們以西方墨點法分析免疫反應調控路徑之蛋白質表現量來研究CRYT的作用途徑。同時，透過程式模擬CRYT的標的蛋白，並用細胞轉染與雙冷光技術驗證模擬結果。本研究發現，CRYT會抑制TNF-、IL-1及IL-6三種促發炎因子與CXCL1、CCL3及CCL4三種趨化因子的表現量。另外，CRYT會抑制黏附分子LFA-1與VLA-4與調控細胞骨架分子Cdc42、PAK1、WASP、Rac1及LIMK1之mRNA表現量，以阻礙F-actin進行聚合作用。本研究也發現，CRYT能藉由抑制NF-B的表現量，進而影響巨噬細胞的發炎作用與細胞移動。在作用機制的方面，CRYT會結合在雌激素受體的配體結合位，並抑制雌激素受體的轉錄作用，而抑制發炎作用與細胞轉移。結論得知，CRYT不但可以抑制發炎反應，還能有效抑制免疫細胞的遷移。
醫學與健康科學科,探討組蛋白脫乙醯酶HDAC7對於癌細胞DNA損傷修復機制之影響,DNA損傷,細胞週期檢查點,癌症,DNA損傷導致的基因體不穩定是癌症的共同特徵，而細胞依賴DNA損傷反應 (DDR) 來感知和修復受損的DNA，以維持基因體完整。DDR由DNA損傷傳感信號和修復網絡組成， DDR的活化可阻滯細胞週期並啟動DNA修復，是應對DNA損傷的關鍵步驟。其過程受許多因素調控，包括多種轉譯後修飾如乙醯化、脫乙醯化、小泛素化等。HDAC7是組蛋白脫乙醯酶，該家族成員有多個已被證實參與DDR且在多種癌細胞中常過量表現。最近研究發現HDAC7具小泛素蛋白E3連接酶活性，但相關研究甚少，因此欲探討HDAC7在DDR所扮演的角色。 本研究使用西方墨點法、免疫螢光染色、流式細胞儀分析、細胞存活率測試和細胞群落形成能力實驗，發現以RNAi技術將細胞的HDAC7基因沉默後會降低DNA損傷引起的ATR-Chk1及ATM-Chk2訊號強度，使不能有效率活化檢查點，並對DNA損傷藥物較敏感。由以上結果顯示，HDAC7有潛力做為抗癌藥物研發的新目標。 
醫學與健康科學科,香杉芝誘導黑色素癌細胞凋亡與自噬性死亡,香杉芝,細胞凋亡,細胞自噬,香杉芝(Antrodia salmonea)是台灣特有的食藥用菇，具抗血癌、抗發炎及抗動脈硬化的功能。我們研究發現，香杉芝發酵液會誘導人類黑色素癌(A2058/A375)細胞毒性；比較香杉芝抗癌活性發現毒殺A2058強於A375細胞。我們亦發現，香杉芝作用黑色素癌(A2058)細胞，會誘導晚期凋亡(Annexin V-PI 雙染法)、Caspase-3增加及PARP裂解;產生自噬酸性囊泡(AVO)、促自噬蛋白LC3-II增加。加入細胞凋亡抑制劑 Z-VAD-FMK及自噬抑制劑3-MA/CQ可保護香杉芝誘導癌細胞死亡。此外，香杉芝會誘導黑色素癌細胞Bax/Bcl-2及Beclin-1/Bcl-2比例增加。推論，香杉芝可同時誘發黑色素癌細胞凋亡(Apoptosis)及自噬性死亡(Autophagy)。香杉芝會誘導黑色素癌細胞活性氧化物(ROS)生成；抗氧化劑N-acetylcysteine可減緩香杉芝對黑色素癌細胞毒殺。推測，香杉芝是透過ROS來殺死黑色素癌細胞。我們亦發現，香杉芝可與抗癌藥物Paclitaxe對黑色素癌細胞產生協同作用(CI<1)。總結，香杉芝發酵液具抗黑色素癌功效，可開發成抗癌的藥品/保健食品。 
醫學與健康科學科,新式高能磁場對於骨髓幹細胞軟骨分化的影響,軟骨幹細胞,高能磁刺激,再生醫學,近年來，再生醫療利用幹細胞幫助組織器官新生的方法已有長足進步，但仍然面臨許多的瓶頸。例如: 幹細胞注射進入人體以後，無法繼續分化生長成所需組織。最近，高能磁場的使用也是醫學界蓬勃發展的議題，我們試圖利用高能磁場誘導幹細胞的分化，希望可以增加幹細胞分化的效能，這是一創新的嘗試。我們比較新型高能磁場(RMS)與對照組於骨髓幹細胞(BMSCs)的分化效果，發現RMS 中叢集式刺激(iTBS)的SOX9和COL10的基因表現與免疫組織化學染色明顯優於15Hz RMS 與對照組。最佳的刺激設計為強度50%的iTBS連續施打五天。我們亦發現每回合900 pulses有優於每回合600 pulses的趨勢。此實驗證實iTBS能夠增加BMSCs在體外的軟骨分化表現，反映在基因表現層次到膠原蛋白合成的層次。未來，此方法將進一步使用於動物實驗，期望擴展到臨床上用於退化性關節炎的治療，對再生醫療發展有所幫助
醫學與健康科學科,螢光奈米鑽石於登革熱精準檢測平台之應用與研究,登革熱,螢光奈米鑽石,磁場調控,登革熱是一種由蚊子傳播的全球性疾病，已在全球各國造成了嚴重破壞。當前沒有針對登革熱的疫苗或療法，使得早期診斷階對該疾病的預防極為重要。本實驗提出了一種新的診斷模型：自旋增強型側向免疫測定。自旋增強側流免疫分析平台與診斷標記物螢光奈米鑽石結合使用，利用電磁場調控螢光奈米鑽石發出的信號，以提供準確和靈敏的結果，取代傳統的奈米金側向免疫測定平台。我們發現基於螢光奈米鑽石的自旋增強型側面免疫分析法在登革熱病毒診斷中的應用不僅可以準確地檢測出登革熱病毒抗原NS1，而且還提供了比基於奈米金的橫向流免疫分析法高約100倍的信號靈敏度。自旋增強型側向免疫測定法是針對登革熱病毒的一種改進的診斷工具， 未來可以應用於其他病毒篩檢，例如寨卡病毒和新型冠狀病毒。
醫學與健康科學科,尿液中不同物質對磷酸鈣、草酸鈣與尿酸結晶速率的影響,腎結石,OD值,抑制劑,本研究主要研究人類尿液中，腎結石中的奈米細菌(nanobacteria)是礦物結晶或細菌成長作用，使用自製分光光度計，以OD值的差異劃分，結果顯示奈米細菌呈現礦物結晶特徵，成分分析亦證為磷酸鈣。之後研發腎結石抑制劑時，使用自製人工尿液，以磷酸鈣Ca3(PO4)2、草酸鈣CaC₂O₄和尿酸(C5H4N4O3)為主體，分別測試維他命C、(•OH)、模擬管壁發炎、模擬尿液pH值變化，並觀察其結晶型態變化，結果發現模擬管壁發炎OD值最高1.4，尿液pH值5時OD值 1.3次之。推斷腎結石主因與管壁發炎最密切，其次是pH值變化，偏酸與過鹼皆易產生結晶。最後以自製的結石抑制劑比較傳統C6H5K3O7(檸檬酸鉀) 抑制劑，本研究抑制劑OD值呈現較佳抑制效果。
醫學與健康科學科,探討病毒配體與樹突細胞間的交互作用,樹突細胞,配體,發育調控,由於新冠肺炎的影響，引發了世界的一陣恐慌，也促使我對於免疫系統及病毒之間的交互作用有了更濃厚的興趣。而在疾病的肆虐之下，疫苗儼然成為對抗病原體的重要武器。試想我們若能找到某些化合物，在未找到特定疾病的疫苗之前，能藉由化合物刺激增強人體免疫能力，進而達到對抗病毒的功效，或許會是未來萬用疫苗的首選。     目前已知一種配體R848在RNA病毒界具有一定的代表性，在動物實驗中對冠狀病毒的感染也有一定的功效，因此我希望進一步探究此配體在免疫系統中的作用。本研究以細胞株及小鼠骨髓細胞為材料，以R848、CpG等2種不同的配體刺激，發現R848濃度會影響細胞的分化種類及活性，而經過CpG再刺激的細胞將會被活化。且若於發育過程受到持續高濃度R848刺激，將會使細胞活性下降，進以避免自體免疫反應的發生。透過此研究，可初步了解R848影響免疫系統的途徑。
醫學與健康科學科,探討胞外基質軟硬度對神經突生長發育的影響 ,細胞骨架蛋白,基質軟硬度,神經生長,文獻指出若神經導管能針對不同組織調整適切軟硬度，將更有效協助神經再生，因此，了解胞外基質軟硬度對神經細胞的影響和其感知路徑非常重要。本研究以神經母細胞瘤Neuro-2a進行研究，分析不同軟硬度基質上N2a細胞面積、神經突長度。結果顯示分化後N2a細胞在100 KPa基質上面積大且神經突較長，說明N2a細胞能偵測基質軟硬度並進行生長調控。同時，advillin、paxillin、myosin IIa和pFAK等細胞骨架蛋白於細胞本體表現量在不同軟硬度基質上有所差異，但未與神經突長度相關。生長錐上細胞骨架蛋白表現量於不同軟硬度基質上具有差異，且與神經突長度趨勢吻合，說明神經細胞透過調控advillin和細胞骨架蛋白在生長錐上的表現量影響神經突生長長度。未分化N2a細胞轉染pAdvillin-IRES-hrGFP和pS1S3-HP-FLAG後長出神經突，且根據基質軟硬度生長情形不同，但轉染pS1S3-HP-FLAG長出的神經突長度較短，說明advillin的nucleation功能在神經突生長扮演重要角色。 
工程學科,沙墨乾渴、水山爆發-白板筆之創新設計,膨脹率,毛細現象,孔隙率,市售棉心式白板筆是以毛細現象將墨水儲存於棉心，當墨水過量會有漏墨問題或無法將墨水以毛細現象完全導出。本創新直液式白板筆是類似鋼筆方式儲水，其物理原理與舊型棉心式完全不同，它是以內外壓自然平衡來導引墨水，實驗中以棉心吸水效率、墨水損失率與色彩分析相關的實驗驗證下，其可改善舊式白板筆的缺點。但新式白板筆仍會受環境溫度與壓力變化而有漏水狀況。本組以自製測試設備輔助下，模擬了溫度對應壓力的變化、墨管內空氣與墨水膨脹率不同產生漏墨與高山大氣壓力降低導致墨水溢出的實驗。根據實驗結果本組進一步設計以針筒活塞來調整壓力的新式白板筆，完全解決了漏墨的缺點，且此環保可重複使用的設計是值得持續研究與推廣。
工程學科,創意的隔震設計,空氣墊,隔震設計,樂高EV3 ,利用桌面曲棍球的玩具，啟發本組做出能讓建築物漂浮減震的設計，並使用樂高EV3教育模組設計實驗來探討其中影響減震效果的變因。本組發現：只要在建築物底部兩個介面中充入空氣形成「空氣墊」，就可以減少摩擦力而達到減震的效果，另外也發現，讓建築物懸浮的空氣墊氣壓越大、底面積越大、重量越輕、接觸底面越光滑、及在高頻的地震下，其減震的效果越好。此外，為了減少因為減震產生的建築物滑動而超過原本建築物設計活動的範圍，使用此隔震設計的建築物也需要設計使用阻尼或避震墊在建築物的周邊，以避免滑動時撞壞建築物。最後希望提出此創意的隔震設計讓業界有不同的思考及靈感，做出將來更好的建築物避震設計，讓人們可永久免於地震的傷害。
工程學科,全向型風力發電機設計研究,全向性風力扇葉,導流板,風力發電機,"本研究設計十個實驗討論風力發電部件的效率，首先探討垂直型風力發電扇葉(Vertical Axle Wind Turbine, VAWT)結構如何搭配外部全向型導風罩充分利用風能。我們研究全方位來風皆能產生正向力矩的VAWT，並設計出只要有風就可以正轉的VAWT，此外並設計扇葉副翼增強發電效能。並探討如何搭配外部導流板(Guide Vane, GV)裝置加強扇葉轉動以獲致最佳發電效能，我們整合水平和垂直型兩種導風裝置，可以將全向來風(Omni-Directional Wind)皆有效引導至推動VWAT之正向力矩，與用於發電。我們製作的風力發電機體積小效率高能利用各方來風，可將風力發電化整為零達成自主發電的目標，非常適合臺灣都會區風力有限以及建築物密集的環境。 "
工程學科,鼻胃管自拔監控暨約束手環,鼻胃管,RFID,WIFI通訊 ,許多長者常因吞嚥功能退化，飲食過程中易引發吸入性肺炎，或是患者手術後吞嚥功能暫時消失。目前台灣社會對這些狀況最易被接受的治療方式是從鼻腔放入一條直達胃部的軟管，俗稱鼻胃管。但是管子本身會造成人體不適，因此許多患者會將管子拔出。管子拔出相對舒適，但當再次將管子放回時，會使病患更加不適。且台灣步入高齡化社會，照護人員短缺，使鼻胃管脫落成為台灣醫療通報事件的榜首。為了改善這問題，我們設計了一款照護輔助手環，藉由EMG Sensor 來偵測手指動作，搭配3組感應距離不同的RFID讀取器，來偵測手部與鼻胃管接頭距離。當系統認為患者有自拔危險時，便啟動約束裝置，由手環上方彈射出一塊彈性布將手掌全部包住，並同步發出警告聲響及手機訊息。本作品可以避免患者面臨二次插管的窘境，亦能減輕照護者及護理人員的負擔，是長照時代的重要幫手。 
工程學科,運用磁共振現象增加能量傳遞的效率 ,磁共振,無線傳能,天線,隨著無線傳輸技術的進步，第四代行動通訊技術的普及化，以及第五代行動通訊技術的來臨，象徵著無線充電即將取代接著充電線的充電方式，但市售的無線充電產品效率大多比不上用充電線充電，並且必須接觸在充電版上才可充電。為此我們運用磁共振的原理，增加無線充電產品的效率及可使用的距離。用自製的發射器(線圈)及接收器(線圈)模擬天線發出訊號與接收訊號，在發射器和接收器前端各放置一個主線圈用來發揮磁共振的效果，達到增加傳輸效率及可使用的距離。 
工程學科,蝴蝶仿生拍翼機設計製作及飛行之流場與動態分析 ,蝴蝶仿生拍翼機,動態分析,PIV流場可視化,本研究以仿生微飛行器為標的，選擇以蝴蝶為仿生對象，期望妥善發揮其低振翅頻率、高靈敏度等優點，製作拍翼機，並觀測其拍翼動態與流場進行設計改良。 首先對8種蝴蝶進行動態分析，經過拍攝、標點、程式撰寫等步驟分析其飛行動態並呈現在三維空間中，觀察得到拍翼振幅、拍頻、上下拍時間比等數據，作為拍翼機設計之依據。接著以大鳳蝶為設計基礎，使用3D列印並結合生活材料，經過六代的改良，製作出與大鳳蝶拍翼動作相近的拍翼機。最後以PIV可視化技術，使用氧化鋁粉末與綠光雷射紀錄流場的變化，並利用matlab的套件PIVlab進行分析，接著觀察到昆蟲飛行的特色：翼前緣渦旋貼附與夾翼造成的射流。 本研究整合了生物觀察、機械工程、流場分析等領域，並已完成雛形的設計與製作，而我們希望動態與流場分析的數據能夠作為未來改良之依據。
