科目,名稱,關鍵詞一,關鍵詞二,關鍵詞三,摘要
物理與天文學科,奈米氣泡水溶液導電度的測量與應用,奈米氣泡,導電度,黏滯係數,"奈米氣泡的大表面積比，表面帶負電，可以在水中停滯很長的時間等特性使得奈米氣泡水溶液異於一般氣泡水溶液。測量奈米氣泡水溶液的導電度，可得知水溶液的電荷密度，超聲處理時間可改變奈米氣泡水溶液的電荷密度，進而改變奈米氣泡水溶液的折射率、表面張力、以及黏滯係數。 利用兩個不同功率的超音波震盪儀(100W, 43KHz；200W, 40KHz)超聲處理氮、氧、和二氧化碳等三種氣體，震盪時間5分至30分，可以得到不同導電度的奈米氣泡水溶液。用自製的導電度測量器測量奈米氣泡水溶液的導電度；測量氯化鈉水溶液的導電度，用來和奈米氣泡水溶液的導電度做對照比較。 實驗探討超聲處理時間、水溶液的溫度、外加磁場的大小對導電度的影響；以及奈米氣泡水溶液的導電度對奈米氣泡水溶液的折射率、表面張力、以及黏滯係數的影響。"
物理與天文學科,實驗探討線軸展開或捲縮的條件,線軸,摩擦力,臨界角,生活中發現線軸會因拉線角度的不同而收放自如，此現象激起了想探究的決心。我們初步發現線軸在不同變因下會有一個特定的臨界角而改變其滾動方向，因此本組選擇了拉力大小、線軸重量、線軸內外徑比值及不同接觸面性質(靜摩擦係數)作為實驗的四種變因，並設計了「線軸收放儀器」來進行實驗探討。為了精確測量臨界角，實驗時儀器中的粗調裝置是利用螺帽固定螺旋桿以大範圍調整定滑輪的升降高度，微調則利用指針帶動螺旋桿轉動角度來微調定滑輪的升降，將實驗過程攝影記錄，並再利用Tracker分析物體改變滾動方向時的臨界角。實驗顯示，影響線軸滾動方向的臨界角大小，和線軸之拉力大小、線軸重量及接觸面性質皆無關，只和線軸內外徑的比值有關。
物理與天文學科,探討羽球羽毛對飛行的影響,羽球,風洞,飛行軌跡,我們製作獨特的垂直風洞，透過牙條及滾珠軸承使羽球能在其中自由轉動以利同步取得運動時的阻力、轉速及側向力，並透過空氣壓縮噴射方式探討軌跡差異。實驗數據顯示，羽毛只要經過修剪，阻力多會下降，雖然能飛的更高遠，但也降低了羽球獨有的飛行特性。若修剪外側羽毛，可大幅提升高速下的轉速，但低速時則因受力面積減少導致轉速下降且發現透過側羽的小修剪可同時提升飛行能力以及飛行特性，提升練習級羽球的價值；但羽尾若破壞程度太大，如：剪成平頭狀，飛行距離雖明顯提升，但轉動能力下降，甚至低速時無法轉動。最後，斷翅的實驗出現了一個有趣的結果：透過斷去第二根羽毛達到對稱的缺口，可挽救失控的側向力，提升破損羽球的練習價值。 
物理與天文學科,不同造波條件對於表面回流及波形的分析與探討,表面回流,PIV,cross-waves,因參加TYPT台灣青年物理辯論競賽，初步認識了此現象──當一個橫向放置的圓柱造波鼓在水面上垂直震盪時，引起的表面水流逆流。當造波鼓振動的最大加速度達到了臨界值，表面的粒子行進方向就會與波的傳播方向相反。我們查詢了有關此現象的文獻，驚訝的發現，此現象目前還沒有理論可解釋。於是我們便以自製的實驗設備，開始探討在不同的振動情形下，表面流會如何變化。 以目前所獲得的數據，我們推斷反向的流動與造波鼓排開水的體積及造波鼓前排列的波包有關，而回流只是補償流的性質，且水表循環之貢獻遠較水面的流動下顯著。根據為不同厚度的造波鼓有不同的回流臨界加速度，且縱向的水流循環強度遠較水表循環弱，前者速率大小約與後者相差一數量級。 我們也利用閃頻儀分析了不同條件下水波的波形，並利用Poincaré map將其分為兩類，分別對應到表面的出去流與回來流。 
物理與天文學科,圓形皂膜駐波與厚度變化,干涉,皂膜振動,駐波,本實驗藉觀察圓皂膜的共振駐波，探討皂膜厚度對共振模態之影響。發現在條件相同下，因駐波共振頻率與表面張力、厚度及體密度間的複雜關係，使皂膜厚度有時會影響振動模態。 實驗中以同心圓駐波加上轉動，分析皂膜在駐波共振下的厚度分布及隨時變化。駐波加轉動下皂膜之厚度有三種分布情形：厚度相等、厚度沿徑向突增及沿徑向漸增再漸減；隨時間演進，皂膜上同心干涉環會於駐波節線產生暗紋，此暗紋再往兩側拓寬。 當轉動皂膜產生黑膜後，將轉動停止再施以同心圓駐波，可於貝索函數J0之腹線附近出現較厚之干涉亮紋。圓黑皂膜共振之亮點分布與圓板共振動克拉里尼圖案類似，只是皂膜上的亮點往腹線堆積，而圓板上的顆粒則往節線聚集。 
地球與環境科學科,地球與環境科學科,地震,表面波,場址效應,台灣西南平原的測站紀錄中時常會出現明顯的短周期表面波，此類型表面波常常是因為震波在沖積層共振而產生。本研究利用表面波的低頻、長持續時間的特徵，量化分析2016年美濃地震、2010年甲仙地震與2012年霧台地震中發育的短週期表面波，並與相關圖資套疊，找出與場址特性的關聯。 本研究分析後發現，此三地震皆在西南平原發育出表面波，又以台南七股地區發育得最完整，討論後認為這與此區的地質構造與沖積層厚度有關。量化分析中，時頻圖與頻譜得到的主頻由東到西遞減，與表面波發育情形有近似的分布，持續時間則不明顯，但持續時間的分析因為測站資料不足而有困難，這部分仍待解決。而套疊圖資的結果中，沖積層等深線圖較能符合量化分析的趨勢，土壤液化潛勢圖則否，經確認後發現這與牽涉表面波的地層深度有關。根據本次研究強地動的結果，是能運用在快速掃描沉積地層，較各站鑽探快速且普及。 
地球與環境科學科,利用都卜勒效應探討美濃地震的破裂方向性,美濃地震,都卜勒效應,破裂方向性,本研究使用一規模較小的地震做為參考地震並得出其頻譜，將測站測得的美濃地震頻譜與之比較得出頻譜比，消除場址效應等非震源效應產生的影響，以探究美濃地震的破裂方向性。就每一對對震央方位角相差180度的地震而言，如果兩測站收到的頻譜比差距愈大，就表示地震的破裂方向越可能是該對測站的方向。本研究的研究結果顯示測站距離對測站測得的頻譜比影響可忽略，且該方法用於尋找地震的破裂方向性確實可行。本研究得出美濃地震的破裂方向約在300到320度，且隨時間無明顯變化，與其他研究得出的結果相符。
電腦科學與資訊工程科,基於睡眠時期大腦活動之概念的類神經網路優化法研究,加速進程,類神經網路,權重更新,深度學習透過迭代的訓練，如沿著梯度反方向更新權重的梯度下降法，旨在找出損失函數建構出的多維函數圖形中，其全局最小解的變數組合。我們受到在睡眠中的快速動眼期啟發，此時期腦中的高頻率γ波可以強化學習效果。本研究模擬此現象，提出一使原損失函數擁有自適應的增幅功能的演算法（稱之為REM方法），且其中的超參數能夠根據其應用調整。 本研究將REM方法應用於三種經典的優化法，並且以五種異質的資料集測試。實驗結果指出，在搭配隨機梯度下降法（SGD）與自適應學習率優化法（Adagrad）時，REM有顯著的優化效果。REM方法不僅能大幅加速訓練進程，亦能避免特定的訓練問題。
電腦科學與資訊工程科,使用深度學習構建足球競賽預測模型之研究,足球競賽預測,深度學習,類神經網路,大數據時代促成運動賽事分析更加蓬勃發展，一般來說數據分析需要三個要素：資料、分析演算法和應用領域知識；隨著開放資料分享的普遍化，人們可以更輕易的取得資料並運用各式分析演算方法來針對有興趣的應用問題做出更精準的預測。 本研究以 kaggle 平台上所提供之歐洲職業足球比賽之公開資料集為基礎，使用目前最具分析潛力的深度學習技術─結合卷積神經網路（CNN）和全連接型神經網路的設計出一個五層的學習架構，建置出足球比賽結果的預測模型。此模型可直接預測主隊勝、負以及平手等三種結果，實驗結果亦展示出本研究所建置的SoccerNet 預測模型優於過往的研究，有著更佳的預測能力；同時也驗證了使用公開資料集與 CNN 技術在球賽分析的可能性。而本研究所提的 SoccerNet模型不僅可以運用於賽前的結果預測，亦可運用於球隊經營管理等決策，頗具有商業價值。 
電腦科學與資訊工程科,學習目標行為的機器學習系統──以獎勵回饋去蕪存菁修剪人工神經元,目標行為,修剪神經元,強化學習,本研究利用回饋機制修剪人工神經元的方式，可在較短時間內達到較高的目標行為學習正確次數。這樣的系統設計源於生物行為的啟發，因為回饋機制能直接影響決策中樞的神經元，而非只是影響動作本身，在達成目標學習上會更直接、快速。以傳統強化學習（Reinforcement Learning）系統為例，本研究模擬結果顯示，若回饋機制影響動作本身，目標達成正確率只有19.14％。而若獎勵回饋到神經元的修剪上，則相較強化學習提高超過2倍的正確率。甚至，隨機修剪神經元也可相較強化學習提高1倍的正確率。顯然地，本系統能確實提高正確次數並縮短目標達成時程。利用回饋機制修剪人工神經元，可為強化學習在目標學習上遇到的困境，提供一個新的思考方向，實務應用上，可彌補強化學習在學習行為上無法一般化的缺點。 
環境工程科,利用冷熱蒸散之環控建構植物生長最佳環境,植物生長,冷熱蒸散,溫室環境控制,全球性氣候變遷，一般的種植常因無法順應調節而產生病害，合併蟲害傳染時更須使用化學農藥。現今新興的農業設施有溫室栽培、魚菜共生及植物工廠等，但仍存在著介質控管、溫濕度控制及成本過高等問題。 本研究自行設計製作「植物箱」，運用替代光源及冷熱蒸散原理，模擬取代自然環境中之最佳光照、溫度與溼度，建立適宜植物生長的環境。實驗結果顯示：一、T5燈管能模擬陽光的輻射熱能和光度，配合紅藍光比例及定時器，可控制光照時間及取代陽光照射。二、水冷機控制貯水槽溫度，結合風扇向上吹送，有助水氣蒸發與凝結，達到溫度控制。三、溼度控制器結合風扇向下吹送，有助水氣吹送，形成循環對流，達到溼度控制。四、自製密合及低功率的「植物箱」為智能環控，可避免病蟲害及農藥的使用。 在未來可創造極大的經濟價值，以更節能環保的方式與地球永續共存。
環境工程科,廢電池回收製成空氣電池與效能的探討,廢電池回收,氧化錳,空氣電池,一般日常使用的電池雖是重要的供電來源，但在使用後也產生了許多的廢電池，造成環境汙染的問題。本實驗探討回收廢電池製成空氣電池的可行性，所謂的空氣電池是以空氣發電的一種電池，其負極為金屬，正極則是直接使用空氣中的氧氣。我們知道廢電池中所包含鋅殼、碳棒以及黑色粉末，其中黑色粉末內含有氧化錳與電解質，而電解質可溶於水，於是我們將其泡水過濾分離出氧化錳，然後將碳棒搗碎與得到的氧化錳混和製成正極。而鋅殼可作為負極。運用以上處理方法，我們成功的處理掉廢電池中大部分的廢棄物。 效能的研究方面我們改變了4個變因： 1. 正極反應物之碳與氧化錳的比例 2. 加熱純化氧化錳的溫度 3. 以不同金屬製成一次性電池 4. 改變電解液種類與濃度 分別得到以下的結果： 1. 碳粉0.8g加氧化錳1.2g時的反應最佳    2. 以300°C加熱可產生最多的二氧化錳讓反應較佳    3. 鋅可放電最久，高達19小時 4. 6MKOH中可產生最好的效能     此次實驗利用簡單的處理加工，將原本的廢棄物轉變成可以再次使用的能源，把這個技術做到最好，就是所謂的「循環材料高值化技術」。如果能夠擴大生產技術及回收流程成的速度，便可以發展成一個綠色能源。 
