科目,名稱,關鍵詞一,關鍵詞二,關鍵詞三,摘要
動物學科,高鹽飲食對果蠅學習與記憶能力的影響及其細胞與分子機制,高鹽食物,學習與記憶,果蠅,"先前論文指出高鹽飲食會造成果蠅睡眠間斷(Jiayu Xie et al., 2019)、減短果蠅壽命(DengTai Wen et al., 2020)。而另一篇論文則以小鼠作為實驗對象，發現高鹽飲食會影響小鼠記憶和學習能力(Giuseppe Faraco et al., 2018)。根據上述，高鹽飲食在不同生物中可能影響神經系統的功能，但果蠅學習與記憶能力的影響還未被探討。因此，筆者以果蠅作為模式生物，研究高鹽飲食對其學習與記憶功能是否障礙及實驗其可能的細胞與分子機制。在將野生型果蠅進行測試後，選擇了Canton-S做後續實驗，並發現餵食Canton-S 四天的高鹽食物後學習及短期記憶表現下降，而進行實驗確認是由高鹽飲食導致此障礙，再研究了一系列相關研究。 本次實驗中，首次以餵食高鹽食物對果蠅學習與記憶障礙方面進行研究，並了解到高鹽飲食也會讓果蠅產生學習與短期記憶能力障礙。目前為了找出真正的細胞與分子機制提出可使用的方法，在實驗其他可能的機制。"
動物學科,在壓力下更要堅強，探討ACE2/Ang(1-7)軸與韌力的關係,韌力,壓力,ACE2/Ang (1-7)軸 ,"背景：韌力 (resilience)指個體遭受壓力時快速調適及復原的能力，是許多疾病的保護因子但生理機轉仍不明。Angiotensin-converting enzyme 2/Angiotensin(1-7) [ACE2/Ang(1-7)]軸具有保護心血管、抗焦慮及保護神經的潛力。目前仍無ACE2/Ang(1-7)軸與韌力相關的研究。另外ACE2是SARS-CoV-2病毒進入人體的受體，相關研究在疫情下更顯重要。 目的：本研究中我們以習得無助行為模式篩選具韌力行為的大鼠(resilient, R)，探討韌力鼠與非韌力鼠(non-R) ACE2/Ang(1-7)軸表現的差異。     假說：韌力鼠的ACE2/Ang(1-7)軸活性較非韌力鼠高。     結果：韌力鼠在壓力下其corticosterone (CORT)濃度與控制組無差異。韌力鼠的Ang(17)濃度較非韌力鼠及控制組高，暗示較高的Ang(1-7)濃度與韌性表現相關。以Ang(17)/Angiotensin II (Ang II)比率作為反映ACE2 轉化Ang(1-7) 功能的指標，發現韌力鼠的ACE2濃度及功能均與未主動逃跑而受電擊的時間相關，暗示其ACE2活性能因應壓力調控上升。韌力鼠的ACE2濃度雖較非韌力鼠低，但其ACE2功能則較其他兩組高。並且，Ang (1-7)濃度及ACE2功能僅在韌力鼠與ACE2濃度呈現正相關，但在非韌力鼠則無相關。暗示在壓力下韌力鼠的ACE2仍維持有效率的功能但非韌力鼠的ACE2功能則受影響。另一方面，Ang (1-7)濃度僅在非韌力鼠與CORT濃度負相關，暗示非韌力鼠個體的ACE2/Ang (17)]軸活性與海馬迴-下視丘-腦下垂體(HPA)軸的活性可能相關。  結論：韌力個體的ACE2/Ang (1-7)軸活性較非韌力鼠及控制組佳且可能因應壓力而調節增加。相反的，非韌力鼠個體的ACE2/Ang (1-7)軸功能較差且可能與HPA軸的活性相關。我們的研究顯示ACE2/Ang (1-7)軸扮演調節韌力的重要角色。ACE2/Ang (1-7)軸活性是否可以做為個體韌力的指標或具有增進韌力的臨床價值需進一步研究。"
動物學科,魚類在面對酸逆境下醣類的代謝差異,環境酸化,醣類代謝,,溫室氣體產生造成環境變遷，使得水質酸化，進而影響生態系統。生存在水中的魚類，為了適應水質的酸化，他們的生理上必定有一些變化。為了找出魚類適應酸化環境所做出的改變，我們選擇以斑馬魚及青鱂魚做為實驗動物以研究水質酸化對於其代謝之影響，分析其中與能量代謝及合成相關的器官，包含消耗大量能量的以維持酸鹼平衡的鰓、能量供應相關的肝臟和肌肉。綜合即時聚合酶連鎖反應及免疫螢光染色的結果，我們發現斑馬魚在面對酸性環境下時醣類代謝的情形是有改變的，肝臟內肝醣分解及糖質新生的效率提升，且鰓部位醣類代謝效率提升，推測是運送葡萄糖給鰓部位進行排酸代謝，其鰓部位細胞內的酵素也因此出現了細胞分工的現象。而青鱂魚在面對酸性環境下時，透過肝醣分解提供更多的葡萄糖進行糖解作用，同時抑制了糖質新生反應效率，推測其演化出了高效率的排酸方法。相較於斑馬魚，青鱂魚醣類代謝不會產生過多的能量，也意味著青鱂魚能量使用效率有提升。
植物學科,探討SAP5基因3端非轉譯序列對表現量的影響,SAP5基因,3端非轉譯序列,NMD機制,AtSAP5是阿拉伯芥中壓力相關蛋白(Stress Associated Protein)的成員之一，其表現與鹽分、乾旱、滲透壓、病毒等壓力相關。已知 SALK053644 突變株的SAP5表現量上升，此突變株的T-DNA嵌入於SAP5的3’UTR，我提出的假設是T-DNA破壞了他原本長3’UTR的NMD特性，造成SAP5的表現量改變。本研究將SAP5的3’UTR引入報導基因GFP中，利用菸草的短暫性表現了解不同3’UTR對於表現量的影響。本研究定序了T-DNA嵌入在SALK053644的位置，研究結果顯示SAP5的3’UTR受到NMD機制調控，而SALK053644的T-DNA上有一個新的SAP5多腺苷酸化位點，使用此位點的mRNA可能不會被NMD機制所降解，進而造成SAP5表現量上升。我提出三種可能的模式來解釋這樣的現象，分別是(1)T-DNA造成SAP5轉錄量上升，(2)T-DNA改變多腺苷酸化位點的使用，(3)T-DNA破壞SAP5 3’UTR後方的NMD特徵，相關的研究發現有助於了解可能影響SAP5基因表現之調控因素，也指出未來的研究方向。
植物學科,「洞」「築」先機—預先戳洞提升綠豆耐鹽能力,戳洞,鹽逆境,植物防禦,閩南語有句俗諺：「打斷手骨顛倒勇」，人能在受傷後成長，越挫越勇，那植物呢？本研究發現，綠豆葉片在預先接受戳洞的物理刺激後，對生長不僅不會造成負面影響，更反而能提升綠豆耐鹽能力！隨著戳洞數增加或是延長戳洞後放置時間，皆能增強綠豆的耐鹽能力。深入研究結果顯示，戳洞刺激可能藉由鈣離子作為訊號傳遞分子，最終提升綠豆體內抗氧化酵素活性，藉此降低植物在逆境下的氧化傷害，提升其耐鹽能力。未來期望能將研究成果推廣至農業應用上，使其在面對天災人禍時，可以減少農損。
植物學科,纖維素內切酶GsCelA自我斷裂之探討,纖維素內切酶,蛋白質修飾,自我斷裂,生質能源製程中，常將植物細胞壁中的纖維素進行水解，此反應在高溫環境中進行較具商業優勢，故開發耐高溫的纖維素酶具重要性。發現自嗜熱菌Geobacillus sp. 70PC53的纖維素內切酶GsCelA 在高溫中具高活性。初步研究發現 GsCelA 蛋白質序列 N 端後第 315 和第 316 個胺基酸間會發生自我斷裂現象，導致酵素活性及熱穩定性提升。本實驗在 GsCelA 的 N 端及 C 端分別製造定點突變，探討 GsCelA 自我斷裂性質。實驗結果顯示突變GsCelA 自我斷裂速率較低，而 EDTA 可抑制自我斷裂現象；已斷裂 GsCelA 可催化自我斷裂發生，而 N 端突變之已斷裂 GsCelA 不具此性質。整體實驗結果顯示GsCelA 自我斷裂受已斷裂GsCelA 催化且為一正回饋機制，並且本次的N端突變區段在催化GsCelA自我斷裂作用上是必要的。
植物學科,以菸草探討電擊對植物免疫的影響,電擊,水楊酸,植物免疫,農作物常遭受病毒攻擊，造成重大經濟損失，但傳統的化學藥劑無法有效抑制病毒，且易殘留汙染環境。本研究旨在利用物理性的電擊模擬外界刺激，進而探討電擊對植物啟動水楊酸主導免疫反應的影響電擊菸草10分鐘，能使圓葉菸草(。實驗中以Nicotiana benthamiana ) 10伏特的電壓的水楊酸標誌基因PATHOGENESISRELATED PROTEIN 1 (tobacco mosaic virus ; TMV)所主導的免疫反應，( PR1 )表現量提升，並使菸草鑲嵌病毒的感染斑點數下降。顯示電擊處理可以誘導水楊酸並增強整體抗病毒性。另外，相較於未電擊過的菸草，電擊後的菸草系統葉在接種TMVGFP後PR1基因表現量提升，表示電擊可能對菸草系統性水楊酸相關抗性表現產生預起效應來的病毒感染。
植物學科,探討豬籠草捕蟲籠的組織結構、發育吸收與物理結構,豬籠草,無柄腺,籠蔓,紅瓶豬籠草的捕蟲構造是由膨大後的葉柄固定在莖上，再由葉柄下凸的維管束及扁平處的維管束內縮向前端延伸發育成籠蔓，緊接著籠蔓的前端再膨大並經由細胞凋亡特化出類圓筒型、封閉的「空心葉」，最後特化出無柄腺鑲嵌在內層細胞上負責分泌、消化、吸收。無柄腺旁的原生質絲直徑較一般植物大5-10倍，幫助吸收。由於籠蓋不能閉合，下雨天時籠內物質容易傾倒，豬籠草演化出「來者不拒」的捕食策略。除了紅色食用色素和無機物以外，不管是含氮物、水溶性、酯溶性小分子皆吸收，甚至連蔗糖及大分子的澱粉、蛋白質，都以耗能的胞吞作用吸收，這與捕蠅草只吸收小分子的含氮物質及酯溶性的物質不同。而懸吊捕蟲籠的籠蔓，可以比自身重35倍的超強支撐力，維持捕蟲籠開口向上不傾倒溢出，保持較高的自然盛載量，提升捕食競爭力。
植物學科,槭樹翅果成熟過程中單、雙翅差異性探討,槭樹翅果,飛行傳播,成熟過程,具翅植物是一種成功適應散播的果實。槭樹果實會成對的在樹上生長，並在成熟後分開單獨落下。本研究欲了解槭樹果實成熟過程中的各階段變化、以及探討翅果單、雙翅在傳播效率上的差異性，並配合物理方面的分析。實驗結果發現單翅果之水平位移量、滯空時間、角速度皆較雙翅果大，且會受到康達效應作用，以終端速度掉落，雙翅果呈等加速度運動，故在傳播效率方面單翅果優於雙翅果。而在成長過程中槭樹翅果一開始是由合生心皮雌蕊發育而來，在成熟後產生離層，只透過心皮間柱與枝條相連，之後當心皮間柱斷裂時，雙翅果分離形成單翅果。由雙翅果較低的角速度推測其在生長過程中較為穩定。本實驗了解了槭樹翅果單翅及雙翅在不同時期對繁衍的優勢。
植物學科,休息是為了走更遠—阿拉伯芥之耐熱記憶,阿拉伯芥,熱逆境記憶,光週期,阿拉伯芥的長期後天耐熱性（LAT）有如人類的「學習」，如何延長其「記憶」為本研究探討的主要目標。首先以改變熱處理間期之光週期來確立 hsp101、hsa32突變株在光照期變短下，LAT 處理後的存活率有提高之趨勢，而西方墨點法也發現 HSP101 之表現量與存活率有相同的趨勢，LAT 耐熱記憶的延續與否和 HSP101 的量息息相關。低溫降低代謝與光照期變短在存活率、西方墨點法的實驗結果相似，這顯示光照期變短可能也是透過代謝減緩，進而減少 HSP101的降解，使突變株的存活率提高。最後，花椰菜HV-427、HV-178的光週期實驗中，在進行LAT處理後，低光照下的受傷率有降低的趨勢，顯示降低光照能夠提升其耐熱性。我們期望此結果未來可應用在農業生物科技，透過更具經濟價值的方式來降低代謝進而延續LAT耐熱記憶，提升其對抗熱逆境的能力。
植物學科,無毒有「單」~探討單寧酸作為生物農藥的可行性,單寧酸,生物農藥,植物代謝物,農藥，除了對害蟲的有效抑制之外，也對環境生態造成一定程度的影響，是否有對農作物及環境更為友善的農藥呢？本篇探討「單寧酸｣做為生物農藥的可行性，結果發現偽菜蚜體表蠟粉被破壞，單寧酸接觸後具一定程度立即致死能力，生物農藥測試組(乳化劑+油+3%單寧酸溶液)立即致死率69.5% (10min)。生物農藥測試組和噴水組之農作物質量表現，無達到顯著差異( p>0.05)，顯示生物農藥試劑對作物生長影響不大；以分光光度計分析，作物與環境土壤均無殘留，且作物易洗淨。生物農藥試劑對於不同科害蟲，以葉蟎致死率最高，為86.3%，而對蚜蟲及介殼蟲則分別為71.3%與61.6%。野外測試發現生物農藥試劑之驅蟲率，D1已達96.1%，而D2則達98%，D3達100%。吸食試驗顯示，生物農藥測試劑組對蚜蟲致死率約90%，顯示本生物農藥試劑不僅具立即接觸毒殺，也兼具長效吸食毒殺的效果。
微生物學科,探討I類與II類的HDAC基因調節細胞週期之互補功能,HDAC基因,細胞週期,釀酒酵母,組蛋白脫乙醯基酶 (HDAC) 會調節染色體結構，提升基因表現。除了調控基因表現以外，HDAC基因家族中的 I 類已知有調節細胞週期的功能，但 II 類調節細胞週期之研究甚少。而癌症臨床用藥HDAC抑制劑會同時阻斷 I 和 II 類之功能而產生副作用。因此本研究以釀酒酵母為對象，分析 I 類的RPD3、 II 類的HDA1基因對細胞週期之影響，以及HDAC基因剔除菌株在面臨DNA複製壓力時的變化。結果顯示同時失去 RPD3 、HDA1 基因的菌株 S 期檢查點功能損壞、細胞滯留於 G2/M 期，且在DNA複製壓力環境下死亡。爲釐清此菌株死亡的原因，實驗剔除在S期和G2/M期皆具調節功能的 MAD2 基因。得知 HDAC 基因和 MAD2 在S期的DNA複製起步期分別調控不同路徑；在DNA複製衝刺期則調控同一路徑。也發現RPD3 基因在維持細胞S期檢查點正常作用扮演較重之角色，而 HDA1 則扮輔助的功能。
微生物學科,利用麵包蟲腸道菌降解聚丙烯並探討其優化策略,麵包蟲,腸道菌,降解塑膠,塑膠對環境危害甚深，雖已有研究證實部分昆蟲可降解塑膠類的聚苯乙烯（PS），但關於聚丙烯（PP）的生物降解研究很少，也沒有進一步透過腸道菌相分析，鑑定出負責降解的菌種。因此我們希望利用麵包蟲生物降解PP，透過16S rRNA定序分析找出可降解PP的潛力菌種，解決塑膠垃圾對環境造成的傷害。我們的實驗結果顯示，麵包蟲能攝食PP並生長，且加入濕料及利用糞便移植腸道菌相能增加麵包蟲對PP的消耗量，證明麵包蟲能攝食PP與腸道菌相有關。利用次世代基因定序分析腸道菌相，麵包蟲攝食PP後腸道菌相有極為顯著的變化，其中腸道菌Pseudomonas stutzeri顯著增多，經實驗證實此菌可降解PP，且在37oC、中性環境的降解效果較佳，一星期約降解3.4 %的PP。我們所使用的方法可快速篩選出能降解PP的菌種。
微生物學科,強菌來襲！口腔大騷動！——食品中乳酸菌對牙齒保健的影響,乳酸菌,口腔保健,變異鏈球菌,乳酸菌（Lactic acid bacteria）是生活中常接觸到的菌種，除了製作食品，也有研究指出部分乳酸菌菌株可抑止造成齲齒的「變異鏈球菌」生長，目前已有牙膏等產品號稱添加乳酸菌。但乳酸菌發酵產生的乳酸，會分解牙齒的琺瑯質，所以我們從發酵乳食品中分離出乳酸菌，並進行氫氧基磷灰石的分解實驗與對變異鏈球菌的抑菌實驗。經過實驗，1 9株號、5號、6號與8號乳酸菌株對氫氧基磷灰石的分解能力較弱，而抑制效果較明顯，實驗結果交互比較後，得出6號和8 6號、8號與15號對變異鏈球菌的號菌作為牙齒保健的應用價值較高。未來若能進一步研究，可嘗試以離心將乳酸菌各部位分離，研究加以純化，應用於保健食品中。
生物化學科,AsqJ酵素活性庫之篩選並探討其專一性與反應性之改變,AsqJ,非血基質鐵/α酮戊二酸依賴型雙氧化酶,酵素活性庫,非血基質鐵/α-酮戊二酸依賴型雙氧化酶為巨大酵素家族，其在生物體內進行許多重要反應。我們選用小巢狀麴菌之 AsqJ 蛋白，其與 Fe2+ 及 α-酮戊二酸能催化 cyclopeptin 的去飽和、環氧化，形成 cyclopenin。根據 AsqJ 蛋白結構，我們將與受質結合的 9 個胺基酸位置以不同鹼基對隨機取代，以轉譯不同胺基酸，構築酵素活性庫，送入大腸桿菌篩選並觀察 AsqJ 突變蛋白分解非典型受質之表現。 我們成功篩選出能分解 X-Gal 之 AsqJ 突變株，代表我們能以改變 AsqJ 特定位置胺基酸，進而改變其活性位點，並分解與原先截然不同的受質，故此篩選平台深具生化技術應用潛力。我們並進一步將上述突變株進行純化、晶體培養及結構解析，以釐清反應機制，並與奈米抗體結合以增強活性。目前正嘗試分解環境汙染物結構相似物，期望對環境做出貢獻。
生物化學科,PMCA 技術在漸凍症(ALS)致病蛋白TDP-43 纖維之高靈敏度偵測開發及應用,PMCA技術,TDP-43,漸凍症,TDP-43是漸凍症(ALS)以及額顳葉失智症(FTLD)等神經退化性疾病的致病蛋白，在患者腦內會有不正常的類澱粉蛋白TDP-43錯誤折疊而產生蛋白質堆積，而不同堆積階段依序為單體(monomer)、多倍體(oligomer)、纖維(fiber)。其中纖維為許多神經退行性疾病的病理標誌，且相較於已有的 TDP-43 oligomer 單株抗體(Yu-Sheng Fang et al.(2014))，目前沒有對於 TDP-43 纖維抗體的研究，因此本實驗利用單株抗體技術所製造出對應TDP-43纖維的不同抗體進行純化及濃縮，找出對TDP-43 fiber專一性最高、結合效率及結合率皆最好抗體，以作為能夠檢測漸凍症患者血液中TDP-43 fiber的生物標誌(Biomarker)。 同時為了增加偵測的靈敏度，本實驗成功創新利用PMCA ( protein misfolding cyclic amplification) 技術快速放大纖維的數量以提高檢測準確度，搭配高專一性、高結合效率的編號3-2自製抗體作為Biomarker，只需五個小時便可以將極少量纖維的訊號約提高至原先的17倍，具有極高的靈敏性可以準確辨認出有無TDP-43纖維的樣本差別。
生物化學科,利用 CRISPR/Cas 技術重建複雜的 DNA 修復機制,Synthetic biology,CRISPR/Cas,PRISM,本研究利用合成生物學技術開發的創新基因組篩檢平台PRISM(v2.0)，採用合成轉錄因子(crispr-TF)辨認DNA但不進行剪切，透過修改CRISPR/Cas的PAM-interacting (PI) domain序列打破其辨認限制，由原本NGG序列變成可以結合NAG的序列，提升crispr-TF在高通量基因組的篩選能力，期待未來可以做出辨認NNN序列，以此技術初步成功建構Chk2/Rad53所參與的基因網絡，讓失去Chk2/Rad53功能的酵母菌能在DNA損傷的情況生存。Chk2/Rad53蛋白磷酸酶在DNA修復的訊息傳遞中調控龐大的基因網絡，其中潛在大量不同調控路徑聯結的組合性，過去的研究都無法有效地分析且重建完整的DNA修復機制。未來將進一步探討Chk2/Rad53調控的下游基因組，並以此新技術和研究應用於複雜腫瘤與老化疾病的預防及治療。
生物化學科,利用虛擬篩選LpxC抑制劑的方式找出對抗多重抗藥性綠膿桿菌的新療法,多重抗藥性細菌,官能團修飾,LpxC,多重抗藥性（MDR）細菌已經在全世界的範圍內成為了一個重大威脅，而像是多重抗藥性的綠膿桿菌就是其中一種對大多數療法有抵抗力的病原體。在目前的治療方案無效之前，有必要開發出一種新型機制的抗生素能夠作為對抗的手段。我們通過電腦虛擬篩選的方式，並用一個脂多糖脂質在我們的第一次預測中，A (LipidA)生合成路徑的關鍵蛋白，ZINC000001587011 (brequinar) LpxC，作為篩選的對象。具有較低的結合能和較高的生物利用度。但由於其較高的cLogP值，使我們對其進行了官能團修飾，以期能有所改善。最後，我們在所有衍生物中找到了N11，有最大的潛力能做為抗綠膿桿菌的藥物前驅物。
生物化學科,微生物源之甜菜素合成酵素的結構功能探討與潛在應用,"4,5多巴雙加氧酶",蛋白質工程,甜菜素合成,"甜菜黃素為植物內水溶性色素，以植物4,5-多巴雙加氧酶催化L-多巴形成甜菜醛胺酸，再與胺基化合物可得到甜菜素。甜菜素極佳的抗氧化性被認為可發展有效的抗癌保健。     目前甜菜素由植物萃取與植物酵素合成，近期研究發現某些微生物有可催化L-多巴轉換機制的4,5-多巴雙加氧酶，但資訊未完備。又偵測L-多巴可診斷初期帕金森氏症，此酵素的催化機制可檢測L-多巴。     本研究探索微生物源4,5-多巴雙加氧酶，經基因體探勘、基因選殖與蛋白表現後，將重組蛋白純化並探討結構與功能。目前已進行活性測試、得到蛋白最佳反應環境，並分析兩種蛋白質結構，比較兩種蛋白結構與活性之關聯性；以及進行酵素動力學實驗。亦已開始著手應用層面，成功設計並合成出雙加氧酶與酪胺酸酶之引子。     未來期待以結構資訊改良酵素；應用面用於測定醫療之L-DOPA，加入酪胺酸酶於細菌大量生產甜菜素。"
醫學與健康科學科,探討 Kaempferol 3-O-β-d-xylopyranosyl-(1→2)-α-l-rhamnopyranosyl-7-O-α-l-rhamnopyranoside對人類小細胞肺癌之功效,人類小細胞肺癌,山奈酚,細胞凋亡,肺癌為全球最常被診斷的癌症之一，主要分為非小細胞肺癌與小細胞肺癌，其中小細胞肺癌是最具侵略性、致死性且預後最差的肺癌。目前針對小細胞肺癌仍未有有效的療法。 本研究探討花生外皮萃取出之山奈酚醣苷衍生物 kaempferol 3-O-β-d-xylopyranosyl-(1→ 2)-α-l-rhamnopyranosyl-7-O-α-l-rhamnopyranoside 對小細胞肺癌的抗癌功效。我們發現細胞株H1688經藥物處理後細胞存活率明顯降低，以流式細胞儀細胞週期分析，隨藥物劑量增加時 sub G1 期細胞數明顯上升；以 Annexin V 觀察發現藥物劑量增加時細胞逐漸走向晚期凋亡，此外，隨劑量增加 c-PARP、caspase-3、-3和 -9 的蛋白表達都有增進，同時也造成粒線體膜電位下降與 cytochrome c 釋放，另外我們透過西方墨點法分析發現隨著藥物劑量的增加，p53蛋白的表現量下降且有磷酸化的現象，並且在經過咖啡因的處理後藥物對細胞株的毒殺作用更加明顯，由實驗結果可知kaempferol 3-O-β-d-xylopyranosyl-(1→2)-α-l-rhamnopyranosyl-7-Oα-l-rhamnopyranoside能夠良好的誘導H1688細胞凋亡，有潛力成為治療小細胞肺癌的藥物。
醫學與健康科學科,肝未人生，肝緊治療利用端粒酶轉基因斑馬魚斑馬魚模式研究三種藥物的組合抗肝癌作用,斑馬魚,基因,肝癌,癌症為台灣國人十大死因之首，在台灣地區肝癌在十大癌症死因排名第二。雖然有第一線以及第二線藥物，但是頂多只能延長病人13個月的壽命，所以急需開發有效抑制肝癌的新藥。斑馬魚屬於脊椎動物，斑馬魚基因與人類基因的相似度達到87％，且繼代快成本低，對於研究人類的疾病或篩選藥物助益極大。在肝癌病患當中具有高達百分之六十的人，在肝癌中發現了端粒酶逆轉錄酶（TERT）啟動子的突變，這項突變會導致在肝癌細胞中端粒酶的過量表現並促進癌細胞的生長。先前在研究員實驗室建立了端粒酶轉基因斑馬魚，在天有顯著增加細胞增殖相關基因以及bcatenin下游基因的表現，並且利用HE 15染色細胞組織病理學分析，有絲分裂以及三核的比例也大大增加。我們這個研究就是利用端粒酶轉基因斑馬魚研究三種藥物(小分子褐藻醣膠，鯽魚複合配方，麩胺酸螯合鈷)單獨使用跟組合使用抗肝癌的作用。我們發現使用三種藥物混合能有效抑制肝癌，未來可廣泛運用在醫學。
醫學與健康科學科,SeC輔助抗癌藥物對肝癌療效與其機制探討,L-硒代胱氨酸,Cisplatin,同源重組活性,本研究探討L-硒代胱氨酸(L-Selenocystine; SeC)是否能抑制肝癌細胞(HepG2)生長與毒性機制。以細胞存活率分析得知10 µM SeC可抑制HepG2細胞生長，但對正常肝臟細胞(L-02)無明顯毒性影響。以彗星試驗發現，同樣濃度SeC對HepG2具基因毒性，會造成DNA損傷。再以西方墨點法得知SeC會使HepG2的抗氧化酵素表現量減少。透過同源重組活性測試證實SeC會抑制HepG2的DNA修復。與單獨使用臨床常用抗癌藥物Cisplatin比較，混合10 µM SeC與較低劑量的10 µM Cisplatin對HepG2有更明顯的毒殺效果。     10 µM SeC預期可用於輔助臨床抗癌藥物的療效，其抗癌細胞機制至少有兩種: 一為降低抗氧化酵素表現量，導致活性氧化物質(ROS)累積，造成DNA損傷；二為降低DNA同源互換修補活性，最後造成細胞凋亡。
醫學與健康科學科,探討橙皮苷(Hesperidin)及綠原酸(Chlorogenicacid) 混合處理對結腸癌細胞(HCT116)存活率的影響,橙皮苷,綠原酸,結腸癌細胞,癌症常年在我國十大死因中位居第一，而其中結腸、直腸和肛門癌的死亡率排第三，並有逐年增加趨勢。中草藥萃取的藥物分子已被證實可抑制癌症，研究發現橙皮苷 (Hesperidin) 及綠原酸 (Chlorogenic acid) 可協同抑制具有雌激素受體ERα及ERβ的乳癌細胞 (MCF-7)，並推測藥物是作用在雌激素受體/粒線體路徑，然而是哪類雌激素受體會受影響則缺乏資料。故本研究以MTT assay探討橙皮苷、綠原酸對缺乏ERα表現之結腸癌細胞 (HCT116) 的影響。結果顯示藥物單獨及混合作用下，當綠原酸濃度600 μM以上時能顯著抑制HCT116並具有劑量效應，然而橙皮苷及綠原酸對HCT116協同效應較不顯著，推測ERα在雌激素受體/粒線體路徑中扮演重要角色且參與在橙皮苷及綠原酸對MCF-7毒殺的協同效應中；因此推測上述藥物在不同細胞中可能作用於不同的抑制路徑，將來會以三陰性乳癌細胞為對象，進一步確認ERα扮演的角色，期望可在橙皮苷混合綠原酸抑制乳癌的路徑上提供更多證據。
醫學與健康科學科,缺氧誘導肺腺癌分泌含有CD151之Exosome於肝臟營造腫瘤轉移前微環境相關作用,肺癌,肝臟轉移微環境,Exosomes,"缺氧（Hypoxia）在癌症中，影響腫瘤微環境（Tumor microenvironment，TME）的重塑扮演重要的角色。原位癌細胞與欲轉移之遠端器官的微環境間，會透過細胞外囊泡（extracellular vesicles，EVs）進行細胞間相互作用，對於轉移前腫瘤微環境（Pre-metastatic niche，PMN）的形成和轉移過程至關重要。 本研究目的在闡明缺氧條件下，肺腺癌如何透過產生的外囊泡重塑肝臟轉移前微環境。結果顯示缺氧刺激肺癌產生的細胞外泌體（Exosome）增加了肝臟星狀細胞（hepatic stellate cell，HSC）活化和血管生成。由於缺氧肺癌所分泌的EVs含有CD151蛋白，促進HSC的活化和血管新生。缺氧肺癌所產生的Exosome增 加了HSC和內皮細胞中FAK（focal adhesion kinase）、Src（SRC proto-oncogene, non-receptor tyrosine kinase）和AKT（AKT serine/threonine kinase）通路的激活。 總結此實驗證實了缺氧腫瘤衍生的Exosomes，探討其中富含的CD151機制，活化了HSC與特別的訊息傳遞於細胞中，調節肝臟PMN的形成。因此CD151可作為肺腺癌轉移至肝臟的新治療靶點。"
醫學與健康科學科,利用鐵鉑奈米粒子做為新穎藥物來治療對於標靶藥物產生抗藥性之肺癌細胞及其死亡機制 ,鐵鉑奈米粒子,標靶藥物抗性,肺癌細胞,癌症已嚴然成為全球人類最難克服的一種疾病，而其中治療後對於藥物產生抗藥性的難題，依然是一個很難突破的瓶頸。因此於本研究中，我們將利用鐵鉑 (FePt)奈米粒子來當成一新穎的治療方式，並觀察在具有對標靶藥物Geftinib(GEF)產生抗藥性的肺癌細胞中，是否可以產生毒殺的效果。我們從感應耦合電漿光學發射光譜儀(ICP-OES)的結果中發現，具有標靶抗藥性的肺癌細胞GR+對比不具抗性的HCC827細胞，會有著較高的奈米粒子吞噬量，並從細胞群落形成試驗(Colony formation assay)中觀察到，GR+細胞在接受奈米粒子後開始走向死亡，並伴隨活性氧化物質的產生。進而從西方墨點法的實驗結果中發現，GR+細胞的死亡機制為鐵凋亡(Ferroptosis)，綜觀以上結果，我們發現鐵鉑奈米粒子確實具有成為克服標靶藥物抗性藥物的潛力。
醫學與健康科學科,探討抗高血壓藥物如何降低敗血症的致死率,抗高血壓藥,敗血症,Atenolol ,過去已知敗血症患者使用β受體阻滯劑能有效改善心律、酸鹼參數、降低死亡率，在嚴重敗血症和敗血性休克的急性期，持續使用β受體阻滯劑可降低90天內的死亡率。然而，其中的分子機轉仍不明。我們先前利用健保資料庫進行大數據分析並以動物實驗驗證，發現β受體阻滯劑中的atenolol能顯著減少敗血症的致死率。此研究中，我們以LPS (脂多糖) 作為敗血症誘導劑，並利用西方墨點法及逆轉錄聚合酶鏈式反應等生物技術，來探討其中可能的保護機轉，結果發現atenolol可減緩肺部上皮細胞的EMT (上皮間質轉換)及先天免疫巨噬細胞的過度活化。因此，atenolol似乎能減緩LPS造成肺部的傷害，未來有望應用至臨床，以克服敗血症所造成的高死亡率。
醫學與健康科學科,探討TLR7作用劑對樹突細胞發育及功能的影響,樹突細胞,TLR7作用劑,發育調控,樹突細胞在免疫系統中扮演關鍵的角色，不論是活化其他免疫細胞，或是產生細胞素調節免疫系統，都與不同種類的樹突細胞具高度相關。雖然目前已經了解成熟樹突細胞在免疫系統的重要性，但是樹突細胞由前驅幹細胞發育及分化的過程目前仍不清楚，且過程中若遭受刺激，其所造成的影響也有待研究。     本研究採用一種TLR-7作用劑R848刺激尚未分化的前驅幹細胞，觀察其發育過程及分化後之成熟細胞的影響。結果顯示在低濃度R848刺激下，漿狀樹突細胞的分化比例增加且功能增強，傳統型樹突細胞的免疫活性也上升。相反的，高濃度的R848則能顯著降低漿狀樹突細胞的比例及干擾素基因表現，傳統型樹突細胞的活性也顯著下降。綜合以上，我們發現不同濃度的R848有助於引導不同趨勢的免疫反應。另外，目前實驗結果支持了其作用機制可能為控制轉錄因子的活性，後續將更深入研究此機制。
