科目,名稱,關鍵詞一,關鍵詞二,關鍵詞三,摘要
植物學科,利用水稻 Near Isogenic Line 篩選調控磷酸吸收相關之基因,水稻,Near Isogenic Line,磷酸吸收,因應人口增加，提升作物產量同時維持農業永續經營成為全球發展的重要課題，其中如何減少肥料使用以降低對環境衝擊為一重要關鍵;磷肥為作物生長必要元素，過度使用不僅加速礦產資源耗竭且造成環境汙染，若能提高作物磷吸收效率將可望減輕上述問題。水稻為世界三大主食之一，本實驗目的在於了解水稻吸收磷的調控機制，作為未來孕育高吸收效率水稻的基礎。選用稉稻(台農 67 號)及秈稻(台中在來 1 號)來檢測長期缺磷後再回復磷供給的狀況下這二個品種的生長狀況及地上部磷累積情形，結果顯示台中在來 1 號的根明顯較短，而台農 67 號第二葉磷酸累積較高，接著利用兩品種雜交所得之190 個 Near Isogenic Line 進一步篩選磷酸吸收效率表現良好之品系，於養分充足下培養，或及在長期低磷培養後回復供給 4 天，比較各品系株高及幼葉和老葉磷酸累積量，未來將利用已知的基因多型性圖譜剖析造成差異之基因座，以了解水稻調控磷酸吸收的分子機制。
植物學科,浮萍自裂脫險的機制與生態意義,青萍,紫萍,斷裂,浮萍在逆境下葉狀體會有分離的現象，本研究證實：浮萍透過葉狀體分離，增加逃離逆境的機率，提升族群生存率。此分離機制受到過氧化物質(H2O2)的調控，逆境下，浮萍母葉節處(node)的 H2O2 含量上升並誘導細胞死亡，進而造成連接構造斷裂，另能透過乙烯途徑活化纖維素分解酶使葉狀體分離。我們也發現青萍及紫萍具不同生存策略：青萍對 H2O2 的高敏感度使其能在逆境下快速分離，進而降低其葉狀體間的內聚力，更容易藉由風吹或水流加速逃離逆境；紫萍則對 H2O2 較不敏感且內聚力大，以較大的單一個體及對逆境的高耐受性來渡過危機。蛋白質含量極高的浮萍是蛋白質補給品的好原料，期待分離機制的深入研究能應用在浮萍種植上，使其快速分離提升產量，應對將到來的糧食危機。
植物學科,阿拉伯芥個體間防禦訊息根部傳遞之研究,根部遠端訊號,阿拉伯芥,AtCAPE peptid,在植物中，對於外在威脅能有效進行防禦一直是個非常重要的課題，而此實驗在探討植物彼此間經由根部傳遞的防禦訊息與生理防禦機制。利用鹽刺激使其根部分泌出 AtCAPE1 胜肽進行防禦訊息的傳遞，以證實阿拉伯芥防禦訊息確實可經由根部進行彼此的溝通，且可利用擁有正常基因的植株提升突變株的防禦能力。結合 AtCAPE 此種植物體內少有被發現的胜肽進行實驗，並提供了許多延續實驗，為植物防禦系統闢出一條大道。
微生物學科,探索細胞內的發電廠─從活體細胞粒線體的膜電位變化，探討酵母菌的凋亡,酵母菌,粒線體,膜電位,粒線體，『細胞內的發電廠』，它生產了我們生存所需的幾乎所有能量。除了產生能量，它也參與了細胞的凋亡的過程，或反應出自由基所引起細胞的老化。我們在此實驗中，利用酵母菌模式，跟兩個特殊的螢光染劑（JC-1 與 Rhodamine 123），來活體測量酵母菌裡的粒線體膜電位的變化，以了解細胞的早期凋亡的過程。並且，透過加入抗氧化劑與否，測量氧化游離基的產生，探討跟粒線體膜電位之間的關聯性。實驗結果顯示，的確酵母菌經過長期培養，且無提供適當的營養補充條件下，雖然外表還活著，但 JC-1 的螢光染色顯示，粒線體膜電位是有逐步遞減的現象，代表酵母菌活力慢慢衰弱。但是，另外氧化游離基的實驗結果卻沒有如預期般增加，反倒是跟 JC-1 的表現呈正相關現象。抗氧化劑的加入，非但沒有增加酵母菌的活力，反而是減弱了粒線體膜電位的表現，而氧化游離基也同時降低。這樣的實驗結果，雖然跟事前的預期結果不同，但也可能暗示 1. 胡亂加入抗氧化劑，對生物不盡然是有幫忙的。2. 酵母菌在這一種生長條件中，可能需要一些氧化物的刺激或幫忙。3. 粒線體是細胞內氧化作用最強的單位，如果他生命力變弱了，自然產生氧化游離基的能力變弱，而非氧化游離基一開始去減弱粒線體的活性。此實驗的重大意義，是告訴我們，氧化游離基或抗氧化物的腳色並非一成不變的，甚至你原來認為的粒線體膜電位改變是細胞凋亡的起始原因，也可能相反，粒線體膜電位改變只是細胞凋亡後來發生的結果。科學的有趣也就是在這裡!我們藉助於【實驗】，不斷地實驗，去挑戰既有的知識跟原理，會讓我們發現更多的真理，一個單細胞的酵母菌就有這麼多問題需要去回答，那麼放眼將來不孕症醫師想嘗試『卵質轉移』，主要就是要取得健康的粒線體，增加懷孕的機會，那就可能需要更多的實驗跟努力，才能給出一個真正的正確答案。 
電腦科學與資訊工程科,運用 GAN 實現字體風格轉換,GAN,pix2pix,CycleGAN,本研究以實作字體風格轉換的生成對抗網路模型為動機，將 Conditional GAN 當作模型的基礎，探討 pix2pix 模型及其他研究的一些方法對模型會產生甚麼影響，以得出能最優化預測成效的深度學習模型。首先進行的是前處理的步驟，將字體的 truetype 檔案轉換成模型輸入的 jpeg 檔，再以生成器（Generator）和判別器（Discriminator）建立 Condional GAN 的基礎模型，然後探討加入U-Net、Category Embedding 等方法，以及訓練資料集大小對模型造成的影響，最後實作整合的 pix2pix 模型和 CycleGAN 模型進行比較。經過實驗後發現，U-Net 和 Category Embedding 都對模型的預測成果有所幫助。另外，對相似的字體而言，pix2pix 的效果較好，而對兩種風格差異較大的字體則需用 Category Embedding 的方式，融入更多字體進行訓練以達到更好的成效。
電腦科學與資訊工程科,利用深度學習預測中草藥的藥性功能與毒性,中草藥,深度學習,化學結構,近年來中醫在慢性病的治療上已獲得很大的進展，許多中草藥的功能與特性皆是利用人體實驗來找出其效用，中藥內含的成分極為複雜，其功能與毒性測試常依賴於過去經驗醫學，許多中藥仍有待探討與實證，其對人體細胞和基因的影響仍不如西醫。因此目前國內外紛紛開始建置中草藥、成分、化合物相關數據庫供查詢，然而如何讓中醫的功能與毒性科學化變得是很重要的議題。本研究利用化學結構的數據分析來探討中藥成分與人體臟器與毒性的關係性。我們採用深度學習模型以中草藥的化學性質作為輸入，透過化學結構的圖像傳播，來預測中草藥相對應之臟器有效功能與毒性預測，希望透過本研究可以提供中藥對健康影響的依據並作為未來輔助中醫的工具，讓人們可更加了解食用中藥對人體可能有的正面與負面影響。
電腦科學與資訊工程科,看見拔河中的力,拔河,Arduino,應變規,本設計利用了應變規(Strain Gauge)的原理去製作一台可以量測拔河時繩子兩端的施加力量值，本設計採用的原理是當應變規受力時其電阻值會因為不同的力量而產生不同的應變的變化。進一步地，本設計的準確性也進行了校正。透過拔河繩拉力所產生的應變造成電阻變化，來轉換成力量數值，而利用自已設計製造的夾具，放置在拔河繩上並固定在繩子的兩側，分析其應力應變和受力狀況來測出力量值。本設計只用簡單的應變規、電子顯示器和電子零件，低成本、簡單構造的設計來達成本研究之目的，來解決拔河過程中比賽的兩隊平衡力之顯示，使拔河更增加樂趣，增加拔河的趣味性、數值化。
電腦科學與資訊工程科,英文句子依閱讀程度進行簡化之研究,語言學習,句子改寫,深度學習,英文句子簡化是一項單語言句子轉換的任務，其中一句複雜的句子會轉換為一句或多句的簡單句子。相較於過去研究學者著重於研究如何優化句子簡化的結果，如何將一句英文句子依閱讀程度簡化為不同簡單程度的簡化句是一項自然語言處理方面嶄新的研究領域。本研究首先訂定英文分級標準，整合歐洲(CEFR)與台灣(LTTC)母語非英語國家機構對英文的分級標準，將英文分為三種難易程度，並依此將 Wekipedia 及 Newsela 的簡化前-簡化後平行語料重新刪整為三種目標程度等級的平行語料庫。另一方面，運用已發展成熟的 Seq2seq 簡化模型，創造一個多解碼器模型，分別依據目標程度不同的訓練資料集訓練三種解碼器。在 BLEU、SARI 指標以及 Coverage 計算下，本研究結果相較於相關研究可展現出優異成果。
數學科,費馬多邊形數定理之延伸探討,費馬多邊形數定理,四平方和定理,加性數論,"本研究旨在對費馬多邊形數定理(任意非負整數皆可表成𝑛個𝑛邊形數的和)進行更進一步的延伸探討，更精確地說，即是：對於給定的二次式𝑎𝑛2 + 𝑏𝑛 + 𝑐，定義一數列〈𝑎𝑛〉𝑛=−1∞ =〈𝑎−1 = 0, 𝑎𝑛 = 𝑎𝑛2 + 𝑏𝑛 + 𝑐, ∀𝑛 ≥ 0〉，而若存在一最小正整數𝛾，使得對於所有非負整數𝑥，可由數列〈𝑎𝑛〉𝑛=−1∞ 中取出共𝛾項，滿足𝑥恰為這𝛾項之和。這時，我們稱正整數𝛾為二次式𝑎𝑛2 + 𝑏𝑛 + 𝑐的指標值，定義函數Yi使得𝛾 = Yi(𝑎𝑛2 + 𝑏𝑛 + 𝑐)。在本研究中，首先先行探討函數Yi的一些基本性質，再藉由電腦以暴力法算出一些二次式指標值的下界，從這些指標值中找出規律，將其推廣至所有我們所討論的二次式，並證明之，至於再探討二次式指標值的上界的部分，我將數學家 Melvyn B. Nathanson 證明費馬多邊形數定理的證明技巧，稍作改寫，使其能夠應用至更為一般的情況，藉此系統性的求得二次式指標值的可能上界。最後，經由不斷的優化上界與下界，即可求得二次式的指標值。"
數學科,以狀態有向圖探討跳躍數列方法數,跳躍數列,鄰接矩陣,特徵方程式,本篇研究針對跳躍進行數列本身意義的探討，用新的數列 V 表示跳躍數列的接球狀況，接著利用狀態有向圖定義出表示跳躍數列球在空中狀況的「頂點」以及表示跳躍數列內數值的「邊」，而迴圈狀況即為跳躍數列的情況下我們利用鄰接矩陣的想法進行探討，並且最後利用跡數的方式進行跳躍數列形式的討論。不同於文獻中僅針對用球數 b 和跳躍數列字串長度n做為討論，本篇研究增加了代表著跳躍數列中數值可達到的最大數值 s(也代表著表示跳躍數列球在空中狀況的「頂點」長度)，針對用球數為 1 顆的情況下為 k 階盧卡斯數的數值，而在其他用球數也有好的結果，並且針對不同情況下的跳躍數列整理出遞迴關係式以及生成函數。最後，在本篇研究中也找到許多在 OEIS 上所沒有的數列，並且給予這些數列有不同的解釋。
數學科,反輪得行—胎痕軌跡關係辨析,轎車軌跡,車禍鑑定,四輪關係,本研究旨在探討轎車四輪關係。藉由車體結構的限制:左右互相平行，其距離為輪寬 w，後輪沿車身延長輪距 d，會碰到當時刻的前輪位置，以此做為發想，發展出前推後、後推前、左推右及右推左四種推論方式，最後得到結論。研究最後將結論應用於許多方面，如應用於刑事鑑定方面，此外亦將程式寫於 MATLAB 以利修改跑跑卡丁車只留下了後輪軌跡之程式不足。
數學科,旋轉方塊路橋問題之探討,卡特蘭數,遞迴關係,生成函數,本研究為一迷宮遊戲和旋轉方塊所組合成的問題。在給定行列數的可旋轉方塊上，置入「路」和「橋」，指定起點，並透過方塊的旋轉改變路徑，探討所有可能到達的終點以及抵達各終點的最短路線數。此研究中，首先透過問題簡化和圖形討論，發現旋轉方塊以迴圈和無法繞行的路線（構造 S）交錯形成，得到所有可能的終點位置。接著，整理所有簡化圖形的規律，利用加法原理推算出最短路線數。透過找出圖形對稱特性，得到不同終點之最短路徑數的關係。而後將不同規格的旋轉方塊的最短路線數關係，以遞迴關係式表示，並且找出其生成函數，希望透過生成函數得到最短路徑數的一般式。研究時，我們不僅發現不同規格之最短路線數生成函數的關係，從而能探討每一規格的最短路線數。更進一步發現無論方塊行數取至極限時或方塊行列數相同時，其最短路徑數的數列與卡特蘭數列（the Catalan numbers）有關。
數學科,從「圓」「點」出發—過定點的圓內接多邊形之研究,反演,圓錐曲線,尺規作圖,此研究在探討「給定一圓及多個已知點，求作各邊或其延長線上恰含有前述已知點中之一點的圓內接多邊形」之作圖方法及圖形的性質。研究當中，以反演的幾何變換結合代數方程式並透過遞迴關係，除了找到該問題之解的個數與條件外，並求得有唯一解之點的軌跡方程式，從中發現其軌跡圖形為一圓錐曲線，且隨著給定點在圓外個數的奇偶性，會有或為橢圓或為雙曲線之不同的圖形變化。同時也發現給定點本身使得滿足條件的圓內接多邊形存在之個數將決定該軌跡圖形與給定圓間之切點個數等的有趣性質。
數學科,格子直線數與歐拉函數之探討,格子直線,歐拉函數,史特林數,本研究在探討過原點且通過特定格子區域中格子點的直線數，利用縱向或橫向方式來計算。不論哪一種方式皆從正方形區域探討，得到其格子直線數與歐拉函數有關，特別是在橫向方式中增加上高斯符號與高斯符號協助計算，得到正方形、長方形、三角形及圓形區域的直線數及其上下界，及探討上下界的特定區域。此外，將原點移動到任意點，探討過任意點且通過特定格子區域中格子點的直線數，得到一些有趣的性質。接下來，從正方形區域推廣至高維度的超立方體區域中的直線數，並推導出三個歐拉函數的推廣式，其中一種是約當囿互質函數，使用這些函數不僅能簡化計算，更能拓寬歐拉函數的視野。另外二種皆是利用幾何結構推導出來，其中一種是用第二類史特林數來表示。最後我們使用此歐拉函數的推廣三式推導出高維度的超立方體、超長方體、單體 (即高維度中廣義三角形區域)及角錐柱中的格子直線數及其上下界，特別是利用橫向方式獲得公式的更為精簡。
環境工程科,銅修飾二硫化錫應用於光催化二氧化碳還原產生太陽能燃料,二氧化碳還原,光觸媒,二硫化錫,"本文研究轉換二氧化碳成為替代能源，介紹運用太陽能源，以SnS2及光觸媒進行 CO2 還原反應，以產生碳氫和碳氫氧化合物。我們以溶劑熱法配置 SnS2，過程中藉由加入不同重量百分比例的銅(0,0.5, 1,5,10 wt.%)探討銅的添加對於觸媒的影響：能隙縮短、底面為從六角形至四邊形晶體結構、吸收光範圍延伸至可見光之域。以活性測試探討其綜合性能，結果呈現 1 wt.%銅修飾的 SnS2光觸媒有最高 CO2轉換效率，且產物單一為乙醛。未來希望藉由研究最佳銅修飾的比例，以改良二硫化錫光觸媒的吸光特性、減少電子電洞對復合，並進一步增加其量子轉換效率、增加產量。"
環境工程科,電池養魔豆──自製環保電池,環保電池,廢電池再利用,環保材料,本研究在於製造出一顆環保並可回收利用的電池，在顧及環保的同時，也要有更多經濟與日常的考量。在電解液方面：藉由添加植物肥料中常見的含氮、磷元素之化合物，及金屬離子以產生氧化還原反應來獲得電動勢，如此一來，電池使用完畢後，還能將剩餘的電解液做為肥料來為植物施肥。在電極方面：在政府教育的推廣下，使用後的乾電池都必須要進行回收以免破壞生態。據此，我們進一步從廢棄乾電池中取出電極部分並作為環保電池的電極運用，如此一來便能使廢棄乾電池重獲新生。在外殼方面：我們利用可生物分解的甘蔗渣吸管為包覆材質。我們已自製成功可產生約 1.5 V 的環保電池，後續將發完電的電池做為肥料並用來使植物茁壯成長，未來若能取代現有乾電池，那麼對於廢棄電池造成的環境汙染，將具有極大的改善效益。
醫學與健康科學科,探討 HER2/EZH2 訊號途徑調控 glutamine代謝基因 GOT2 以影響胰臟癌細胞生長之作用,胰臟癌,glutamine 代謝,GOT2 基因,根據世界衛生組織的統計，胰臟癌高居全球癌症死亡人數第四位，亦為臺灣十大癌症死因之一，為最具侵略性、致死性及預後不佳的癌症。HER2 為調控癌細胞增生重要致癌因子，在胰臟癌患者大量表現，其在乳癌細胞中可磷酸化並穩定負責調控組蛋白甲基化的 EZH2 蛋白表現；而 GOT2 已知在粒線體內調控麩醯胺酸(glutamine)代謝產生-ketoglutarate，並參與氧化磷酸化幫助胰臟癌生長。本研究探討 HER2/EZH2 訊息傳遞途徑是否影響 GOT2 抑制對胰臟癌細胞之死亡作用，以及 HER2/EZH2 是否藉由甲基化 GOT2 調控 glutamine 代謝與 malate-Aspartate 循環，找尋出 HER2 是否藉由 EZH2 調控 GOT2 活性而參與癌細胞 glutamine 代謝反應，觀察 HER2、EZH2、GOT2 訊息傳遞途徑。研究結果發現細胞生長作用與 EZH2 表現較 HER2 表現具有相關性，並證實 EZH2 與GOT2 確實存在交互作用關係，透過 EZH2 與 GOT2 結合並甲基化 GOT2 而調控其作用，增加活性表現與抗藥效果，顯示 EZH2 與 GOT2 參與胰臟癌細胞 glutamine 代謝機制重要角色。
醫學與健康科學科,上皮細胞黏著分子(EpCAM)促進大腸癌細胞中對於艾瑞莎(Gefitinib)之抗藥性研究,上皮細胞黏著分子,艾瑞莎,抗藥性,上皮生長因子受體 (EGFR) 已被確認在人類上皮惡性腫瘤扮演重要角色，因此臨床上開發出許多針對 EGFR 之大腸癌、肺癌等的小分子標靶藥物，但治療期間所產生的抗藥性仍是一大瓶頸。過去上皮細胞黏著分子(EpCAM)只被認為是胞間連接分子，現今則在癌幹細胞 (cancer stem cells，CSCs)等領域被研究。然而從文獻與先前實驗室的試驗，可以看見 EpCAM 促進癌症抗藥性的可能。本研究發現在大腸癌中，艾瑞莎 (Gefitinib) 會透過轉錄因子 FOXO3a 促進細胞凋亡，而EpEX 會經由抑制 FOXO3a 所促進的凋亡路徑，導致癌細胞產生 Gefitinib 抗藥性，且此抗藥性，也與 EpICD 下游之誘導性多能幹細胞相關基因 ( iPS-related genes )的表現有關，但其分子機制尚不清楚。本研究以大腸癌與 Gefitinib 做為癌症與 EGFR 小分子藥物的模型，找出 EpCAM 可能造成的抗藥路徑，未來可應用在各類癌症之聯合治療 (Combination therapy) ，以克服癌症治療所產生的 EGFR 小分子藥物抗藥性。
醫學與健康科學科,以小鼠腎小管 IMCD3細胞株探討纖毛生成和上皮細胞極化的關係,小鼠腎小管細胞,纖毛,閉鎖小帶,纖毛(cilia)病變是許多疾病的成因，像是多囊性腎臟病、巴德-畢德氏症候群等，但目前仍不清楚纖毛生成的機制。我們的研究初步證實纖毛生成和閉鎖小帶(Tight junction)可能有密切關聯性，且閉鎖小帶完整的細胞，纖毛基部到細胞底部的平均距離較長。因基體上的遠端附器(Distal appendage)能辨認細胞頂端膜(Apical membrane)上的特殊構造，有完整閉鎖小帶的細胞纖毛生長在細胞頂端，閉鎖小帶不完整時，細胞的極性未表現，纖毛無法生成在細胞頂端。本研究以 IMCD3(小鼠腎小管)細胞株，在去血清(serum starvation)的刺激誘導下，使 IMCD3 細胞長出纖毛，再以免疫螢光染色分析閉鎖小帶與生成纖毛的關係。並利用克隆形成試驗(Colony formation assay)，將 IMCD3 細胞株分為四類型態，也進一步發現在三維培養中，四種細胞型態皆無法排列成空腔構造。最後我們建立載體 DNApLAS2w.Ppuro-EGFP-Arl13B，以綠色螢光標示纖毛蛋白，在活細胞中追蹤基體的移動及纖毛生成的過程。期望藉由研究纖毛形成的過程機轉，能探討致病的作用機制，找出治療纖毛病變的療法。
醫學與健康科學科,熊果酸抗胃癌細胞增生與順鉑的協同效應,胃癌細胞,熊果酸,順鉑,"胃癌的治療方式以手術及化學藥物治療為主。本研究目的是研究中草藥白花蛇舌草的主要成份熊果酸(Ursolic acid, UA)對於胃癌細胞增生的影響。研究使用兩種人類胃癌細胞株MKN45 及 SCM-1。藉 UA 處理胃癌細胞之後，由鏡檢可見細胞數目減少，SRB 分析法也證明 UA 會降低細胞的存活率。利用流式細胞儀，證實 UA 會讓胃癌細胞凋亡。進一步由西方墨點法實驗顯示，UA 會誘導促細胞凋亡蛋白 Bax 及 Bak 的上升，並且降低抗細胞凋亡蛋白Bcl-xl 及 Bcl-2 的表現。UA 也會抑制訊息傳遞途徑 p-Stat3/c-Myc/Cyclin D1。實驗也發現 UA合併使用化療藥物順鉑(cisplatin)會使胃癌細胞存活率降低。經由周塔氏藥物合併指數及流式細胞儀分析均與協同順鉑能抑制胃癌細胞的增生,西方墨點法也發現 pro-caspase 9 被活化，皆與 UA 會促進順鉑引發凋亡效應有關，這些實驗證實 UA 是 cisplatin 治療胃癌的輔劑，這個結果對中草藥白花蛇舌草的抗癌效果提供了具體的實證。"
