科目,名稱,關鍵詞一,關鍵詞二,關鍵詞三,摘要
數學科,費馬多邊形數定理之延伸探討,費馬多邊形數定理,四平方和定理,加性數論,"本研究旨在對費馬多邊形數定理(任意非負整數皆可表成𝑛個𝑛邊形數的和)進行更進一步的延伸探討，更精確地說，即是：對於給定的二次式𝑎𝑛2 + 𝑏𝑛 + 𝑐，定義一數列〈𝑎𝑛〉𝑛=−1∞ =〈𝑎−1 = 0, 𝑎𝑛 = 𝑎𝑛2 + 𝑏𝑛 + 𝑐, ∀𝑛 ≥ 0〉，而若存在一最小正整數𝛾，使得對於所有非負整數𝑥，可由數列〈𝑎𝑛〉𝑛=−1∞ 中取出共𝛾項，滿足𝑥恰為這𝛾項之和。這時，我們稱正整數𝛾為二次式𝑎𝑛2 + 𝑏𝑛 + 𝑐的指標值，定義函數Yi使得𝛾 = Yi(𝑎𝑛2 + 𝑏𝑛 + 𝑐)。在本研究中，首先先行探討函數Yi的一些基本性質，再藉由電腦以暴力法算出一些二次式指標值的下界，從這些指標值中找出規律，將其推廣至所有我們所討論的二次式，並證明之，至於再探討二次式指標值的上界的部分，我將數學家 Melvyn B. Nathanson 證明費馬多邊形數定理的證明技巧，稍作改寫，使其能夠應用至更為一般的情況，藉此系統性的求得二次式指標值的可能上界。最後，經由不斷的優化上界與下界，即可求得二次式的指標值。"
數學科,以狀態有向圖探討跳躍數列方法數,跳躍數列,鄰接矩陣,特徵方程式,本篇研究針對跳躍進行數列本身意義的探討，用新的數列 V 表示跳躍數列的接球狀況，接著利用狀態有向圖定義出表示跳躍數列球在空中狀況的「頂點」以及表示跳躍數列內數值的「邊」，而迴圈狀況即為跳躍數列的情況下我們利用鄰接矩陣的想法進行探討，並且最後利用跡數的方式進行跳躍數列形式的討論。不同於文獻中僅針對用球數 b 和跳躍數列字串長度n做為討論，本篇研究增加了代表著跳躍數列中數值可達到的最大數值 s(也代表著表示跳躍數列球在空中狀況的「頂點」長度)，針對用球數為 1 顆的情況下為 k 階盧卡斯數的數值，而在其他用球數也有好的結果，並且針對不同情況下的跳躍數列整理出遞迴關係式以及生成函數。最後，在本篇研究中也找到許多在 OEIS 上所沒有的數列，並且給予這些數列有不同的解釋。
數學科,反輪得行—胎痕軌跡關係辨析,轎車軌跡,車禍鑑定,四輪關係,本研究旨在探討轎車四輪關係。藉由車體結構的限制:左右互相平行，其距離為輪寬 w，後輪沿車身延長輪距 d，會碰到當時刻的前輪位置，以此做為發想，發展出前推後、後推前、左推右及右推左四種推論方式，最後得到結論。研究最後將結論應用於許多方面，如應用於刑事鑑定方面，此外亦將程式寫於 MATLAB 以利修改跑跑卡丁車只留下了後輪軌跡之程式不足。
數學科,旋轉方塊路橋問題之探討,卡特蘭數,遞迴關係,生成函數,本研究為一迷宮遊戲和旋轉方塊所組合成的問題。在給定行列數的可旋轉方塊上，置入「路」和「橋」，指定起點，並透過方塊的旋轉改變路徑，探討所有可能到達的終點以及抵達各終點的最短路線數。此研究中，首先透過問題簡化和圖形討論，發現旋轉方塊以迴圈和無法繞行的路線（構造 S）交錯形成，得到所有可能的終點位置。接著，整理所有簡化圖形的規律，利用加法原理推算出最短路線數。透過找出圖形對稱特性，得到不同終點之最短路徑數的關係。而後將不同規格的旋轉方塊的最短路線數關係，以遞迴關係式表示，並且找出其生成函數，希望透過生成函數得到最短路徑數的一般式。研究時，我們不僅發現不同規格之最短路線數生成函數的關係，從而能探討每一規格的最短路線數。更進一步發現無論方塊行數取至極限時或方塊行列數相同時，其最短路徑數的數列與卡特蘭數列（the Catalan numbers）有關。
數學科,從「圓」「點」出發—過定點的圓內接多邊形之研究,反演,圓錐曲線,尺規作圖,此研究在探討「給定一圓及多個已知點，求作各邊或其延長線上恰含有前述已知點中之一點的圓內接多邊形」之作圖方法及圖形的性質。研究當中，以反演的幾何變換結合代數方程式並透過遞迴關係，除了找到該問題之解的個數與條件外，並求得有唯一解之點的軌跡方程式，從中發現其軌跡圖形為一圓錐曲線，且隨著給定點在圓外個數的奇偶性，會有或為橢圓或為雙曲線之不同的圖形變化。同時也發現給定點本身使得滿足條件的圓內接多邊形存在之個數將決定該軌跡圖形與給定圓間之切點個數等的有趣性質。
數學科,格子直線數與歐拉函數之探討,格子直線,歐拉函數,史特林數,本研究在探討過原點且通過特定格子區域中格子點的直線數，利用縱向或橫向方式來計算。不論哪一種方式皆從正方形區域探討，得到其格子直線數與歐拉函數有關，特別是在橫向方式中增加上高斯符號與高斯符號協助計算，得到正方形、長方形、三角形及圓形區域的直線數及其上下界，及探討上下界的特定區域。此外，將原點移動到任意點，探討過任意點且通過特定格子區域中格子點的直線數，得到一些有趣的性質。接下來，從正方形區域推廣至高維度的超立方體區域中的直線數，並推導出三個歐拉函數的推廣式，其中一種是約當囿互質函數，使用這些函數不僅能簡化計算，更能拓寬歐拉函數的視野。另外二種皆是利用幾何結構推導出來，其中一種是用第二類史特林數來表示。最後我們使用此歐拉函數的推廣三式推導出高維度的超立方體、超長方體、單體 (即高維度中廣義三角形區域)及角錐柱中的格子直線數及其上下界，特別是利用橫向方式獲得公式的更為精簡。
環境工程科,銅修飾二硫化錫應用於光催化二氧化碳還原產生太陽能燃料,二氧化碳還原,光觸媒,二硫化錫,"本文研究轉換二氧化碳成為替代能源，介紹運用太陽能源，以SnS2及光觸媒進行 CO2 還原反應，以產生碳氫和碳氫氧化合物。我們以溶劑熱法配置 SnS2，過程中藉由加入不同重量百分比例的銅(0,0.5, 1,5,10 wt.%)探討銅的添加對於觸媒的影響：能隙縮短、底面為從六角形至四邊形晶體結構、吸收光範圍延伸至可見光之域。以活性測試探討其綜合性能，結果呈現 1 wt.%銅修飾的 SnS2光觸媒有最高 CO2轉換效率，且產物單一為乙醛。未來希望藉由研究最佳銅修飾的比例，以改良二硫化錫光觸媒的吸光特性、減少電子電洞對復合，並進一步增加其量子轉換效率、增加產量。"
環境工程科,電池養魔豆──自製環保電池,環保電池,廢電池再利用,環保材料,本研究在於製造出一顆環保並可回收利用的電池，在顧及環保的同時，也要有更多經濟與日常的考量。在電解液方面：藉由添加植物肥料中常見的含氮、磷元素之化合物，及金屬離子以產生氧化還原反應來獲得電動勢，如此一來，電池使用完畢後，還能將剩餘的電解液做為肥料來為植物施肥。在電極方面：在政府教育的推廣下，使用後的乾電池都必須要進行回收以免破壞生態。據此，我們進一步從廢棄乾電池中取出電極部分並作為環保電池的電極運用，如此一來便能使廢棄乾電池重獲新生。在外殼方面：我們利用可生物分解的甘蔗渣吸管為包覆材質。我們已自製成功可產生約 1.5 V 的環保電池，後續將發完電的電池做為肥料並用來使植物茁壯成長，未來若能取代現有乾電池，那麼對於廢棄電池造成的環境汙染，將具有極大的改善效益。
醫學與健康科學科,探討 HER2/EZH2 訊號途徑調控 glutamine代謝基因 GOT2 以影響胰臟癌細胞生長之作用,胰臟癌,glutamine 代謝,GOT2 基因,根據世界衛生組織的統計，胰臟癌高居全球癌症死亡人數第四位，亦為臺灣十大癌症死因之一，為最具侵略性、致死性及預後不佳的癌症。HER2 為調控癌細胞增生重要致癌因子，在胰臟癌患者大量表現，其在乳癌細胞中可磷酸化並穩定負責調控組蛋白甲基化的 EZH2 蛋白表現；而 GOT2 已知在粒線體內調控麩醯胺酸(glutamine)代謝產生-ketoglutarate，並參與氧化磷酸化幫助胰臟癌生長。本研究探討 HER2/EZH2 訊息傳遞途徑是否影響 GOT2 抑制對胰臟癌細胞之死亡作用，以及 HER2/EZH2 是否藉由甲基化 GOT2 調控 glutamine 代謝與 malate-Aspartate 循環，找尋出 HER2 是否藉由 EZH2 調控 GOT2 活性而參與癌細胞 glutamine 代謝反應，觀察 HER2、EZH2、GOT2 訊息傳遞途徑。研究結果發現細胞生長作用與 EZH2 表現較 HER2 表現具有相關性，並證實 EZH2 與GOT2 確實存在交互作用關係，透過 EZH2 與 GOT2 結合並甲基化 GOT2 而調控其作用，增加活性表現與抗藥效果，顯示 EZH2 與 GOT2 參與胰臟癌細胞 glutamine 代謝機制重要角色。
醫學與健康科學科,上皮細胞黏著分子(EpCAM)促進大腸癌細胞中對於艾瑞莎(Gefitinib)之抗藥性研究,上皮細胞黏著分子,艾瑞莎,抗藥性,上皮生長因子受體 (EGFR) 已被確認在人類上皮惡性腫瘤扮演重要角色，因此臨床上開發出許多針對 EGFR 之大腸癌、肺癌等的小分子標靶藥物，但治療期間所產生的抗藥性仍是一大瓶頸。過去上皮細胞黏著分子(EpCAM)只被認為是胞間連接分子，現今則在癌幹細胞 (cancer stem cells，CSCs)等領域被研究。然而從文獻與先前實驗室的試驗，可以看見 EpCAM 促進癌症抗藥性的可能。本研究發現在大腸癌中，艾瑞莎 (Gefitinib) 會透過轉錄因子 FOXO3a 促進細胞凋亡，而EpEX 會經由抑制 FOXO3a 所促進的凋亡路徑，導致癌細胞產生 Gefitinib 抗藥性，且此抗藥性，也與 EpICD 下游之誘導性多能幹細胞相關基因 ( iPS-related genes )的表現有關，但其分子機制尚不清楚。本研究以大腸癌與 Gefitinib 做為癌症與 EGFR 小分子藥物的模型，找出 EpCAM 可能造成的抗藥路徑，未來可應用在各類癌症之聯合治療 (Combination therapy) ，以克服癌症治療所產生的 EGFR 小分子藥物抗藥性。
醫學與健康科學科,以小鼠腎小管 IMCD3細胞株探討纖毛生成和上皮細胞極化的關係,小鼠腎小管細胞,纖毛,閉鎖小帶,纖毛(cilia)病變是許多疾病的成因，像是多囊性腎臟病、巴德-畢德氏症候群等，但目前仍不清楚纖毛生成的機制。我們的研究初步證實纖毛生成和閉鎖小帶(Tight junction)可能有密切關聯性，且閉鎖小帶完整的細胞，纖毛基部到細胞底部的平均距離較長。因基體上的遠端附器(Distal appendage)能辨認細胞頂端膜(Apical membrane)上的特殊構造，有完整閉鎖小帶的細胞纖毛生長在細胞頂端，閉鎖小帶不完整時，細胞的極性未表現，纖毛無法生成在細胞頂端。本研究以 IMCD3(小鼠腎小管)細胞株，在去血清(serum starvation)的刺激誘導下，使 IMCD3 細胞長出纖毛，再以免疫螢光染色分析閉鎖小帶與生成纖毛的關係。並利用克隆形成試驗(Colony formation assay)，將 IMCD3 細胞株分為四類型態，也進一步發現在三維培養中，四種細胞型態皆無法排列成空腔構造。最後我們建立載體 DNApLAS2w.Ppuro-EGFP-Arl13B，以綠色螢光標示纖毛蛋白，在活細胞中追蹤基體的移動及纖毛生成的過程。期望藉由研究纖毛形成的過程機轉，能探討致病的作用機制，找出治療纖毛病變的療法。
醫學與健康科學科,熊果酸抗胃癌細胞增生與順鉑的協同效應,胃癌細胞,熊果酸,順鉑,"胃癌的治療方式以手術及化學藥物治療為主。本研究目的是研究中草藥白花蛇舌草的主要成份熊果酸(Ursolic acid, UA)對於胃癌細胞增生的影響。研究使用兩種人類胃癌細胞株MKN45 及 SCM-1。藉 UA 處理胃癌細胞之後，由鏡檢可見細胞數目減少，SRB 分析法也證明 UA 會降低細胞的存活率。利用流式細胞儀，證實 UA 會讓胃癌細胞凋亡。進一步由西方墨點法實驗顯示，UA 會誘導促細胞凋亡蛋白 Bax 及 Bak 的上升，並且降低抗細胞凋亡蛋白Bcl-xl 及 Bcl-2 的表現。UA 也會抑制訊息傳遞途徑 p-Stat3/c-Myc/Cyclin D1。實驗也發現 UA合併使用化療藥物順鉑(cisplatin)會使胃癌細胞存活率降低。經由周塔氏藥物合併指數及流式細胞儀分析均與協同順鉑能抑制胃癌細胞的增生,西方墨點法也發現 pro-caspase 9 被活化，皆與 UA 會促進順鉑引發凋亡效應有關，這些實驗證實 UA 是 cisplatin 治療胃癌的輔劑，這個結果對中草藥白花蛇舌草的抗癌效果提供了具體的實證。"
化學科,"藥物骨架 Chromeno [4, 3-b] pyrrolidine 的合成方法之探討",chromene,pyrrolidine,合成,"Chromene(色烯或苯並吡喃)或 chromane(色原烷或 2.3-二氫苯并哌喃)及 pyrrolidine(吡咯烷)的衍生物是許多藥物和具有生理活性天然物的重要結構單元。含有 chromene 或 chromane的化合物在消炎、抗真菌的研究中表現出良好的活性，而 pyrrolidine 出現於尼古丁等化合物中。本研究利用亞胺葉立德前驅物與米氏酸衍生物在鹼性催化劑的作用下，篩選出溶劑、催化劑、當量數，找出合成 Chromeno [4,3-b] pyrrolidine 產率最高的條件。利用此優化條件，改變不同的受質，在苯環上改變不同取代基，探討其反應性，增加其未來應用的多樣性，嘗試利用掌性催化劑，合成出具有光學活性的產物，並建立資料庫。"
化學科,利用硫醇分子合成金奈米團簇應用於檢測自來水及游泳池水中次氯酸根,金奈米團簇,次氯酸根,硫醇分子,"隨著大眾對於衛生要求的上升，許多抗菌及消毒成分被廣泛應用於水質處理中，其中次氯酸作為消毒殺菌劑大量使用於泳池及自來水的水質淨化中，然而現行標準方法測定水中有效氯所使用具危害的毒化物且步驟繁雜不利普及民生使用，發展簡便快速且靈敏的偵測方法勢在必行。本研究利用牛血清白蛋白（Bovine serum albumin, BSA）、不同的硫醇分子及金離子合成具螢光特性之硫醇修飾金奈米團簇 （Thiol ligand assists BSA capped gold nanoclusters, BSA/RSH-AuNCs），探討添加不同硫醇分子對所合成之金奈米團簇於不同 pH 值及常見離子對螢光強度之影響，並利用具有最佳螢光穩定性之 2-巰基苯甲酸修飾金奈米團簇（Thiosalicylic acid assists BSA capped gold nanoclusters, BSA/TA-Au NCs），透析後進行次氯酸根檢測，其檢測線性範圍為 0.98μM-1000μM，涵蓋法規規定游泳池水及自來水中次氯酸根之容許殘留濃度，最後此方法成功於游泳池水及自來水基質中檢測次氯酸根，分析樣品的回收率介於 94.4%-95.6%。此外，在紙上添加金奈米團簇，並加入不同濃度的次氯酸根，觀察其螢光強度的變化，期望此方法未來應用於快篩試紙塗布材料快速檢測水質中次氯酸根濃度。"
化學科,以農業廢棄物芝麻稈做為紡織業常用染劑吸附材質之探討,吸附材,亞甲藍,剛果紅,本研究的重點是使用芝麻稈作為高效的吸附材，進而從水溶液中去除在染紡工業上常用的亞甲藍、剛果紅及雅里西安藍。在研究中，我們分別以吸附時間、pH值、吸附起始濃度作為操作變因，研究其物理、化學參數如吸附率、移除量、反應級數、吸附模式等等之變化[1][5]。使用UV-Vis光譜儀製作檢量線，推算各條件下所得之剩餘濃度，並由此計算其他所需之參數。本研究使用pseudo-first-order及pseudo-second-order進行動力學之分析，我們可以發現芝麻稈對於亞甲藍[3][4][5]、剛果紅[2]及雅里西安藍之吸附均符合pseudo-second-order模型；最佳吸附pH分析則可得知，亞甲藍於pH=5、剛果紅於pH=7，雅里西安藍於pH=8下可得最佳吸附效果；如使用恆溫吸附模型分析其吸附行為，則由實驗結果我們可以得知：亞甲藍符合Langmuir Isotherm及Freundlich Isotherm、剛果紅符合LangmuirIsotherm、雅里西安藍則符合Freundlich Isotherm；而其最大吸附量分別高達每克吸附材可吸附6624.75毫克亞甲藍、10815.74毫克剛果紅或18574.4毫克雅里西安藍。
化學科,微量氧化亞錫參雜與氧化鎢光觸媒之光電催化性質探討,氧化錫,氧化鎢,光觸媒,太陽能是地球上最豐富的能源。我們這裡研究的光催化劑主要用於進行重要的化學反應，例如利用陽光進行污染物降解和製氫。光催化劑的靈敏度取決於半導體材料的組成。在這項研究中，提出了一種氧化錫和氧化鎢的錫（II）光催化劑（SnO-WO3或SnO2 / WO3）與 p-n 結半導體材料結合。我們發現重要的事實是，含有少量 SnO2和WO3的光催化劑展示了敏感的光催化活性。使用光纖的掃描電化學顯微鏡（SECM）快速篩選 SnO2-WO3光催化劑陣列以進行有效的光電化學反應，我們使用小於 10％的SnO2量摻雜 WO3。然後在 0V vs.Ag/AgCl 的條件下，我們發現在紫外線和可見光照射下，組合物中 3:97 SnO2 / WO3的微小比例能夠顯示出最高的光電流。利用第一原理(DFT)計算，我們得到了接近費米能中 SnO2的帶隙約為 1.40 eV。我們認為這種小的帶隙和費米能級附近的態密度（DOS）分布是SnO2對 n 型 WO3敏感的原因。
化學科,發光基團與巴克球作為二氧化碳還原光觸媒之研究,發光基團,巴克球,二氧化碳還原,本研究使用巴克球 C60或巴克球衍生物 PC61BM 作為主催化劑，發光基團DTBT 作為副催化劑，製成混摻催化劑並調控各種變因，進行光催化二氧化碳還原反應，期許能設計催化效果最佳之有機光觸媒，達到開發再生能源與減緩溫室效應之目標，甚至應用於殺菌與分解汙染物等其他方面。利用氣相層析儀進行二氧化碳還原產物之定性及定量分析，目前產物以一氧化碳為主、甲烷為輔，主、副催化劑混摻之產率優於單一催化劑，主催化劑選用 PC61BM 優於選用 C60，DTBT 與 PC61BM 混摻莫耳比為 1：1 時一氧化碳的產率最佳，而莫耳比為 2：1 時甲烷產率較佳。若在反應瓶中添加氫氣或增加水量，皆有助於提高甲烷的產率。在製程中添加奈米銀製成三元混摻元件，可大幅提升產率，是未來研究方向。
化學科,銠金屬催化劑應用於優化不對稱加成反應,金屬催化不對稱加成反應,合成,最適化,本研究是以台灣學者開發之銠金屬催化劑與 Benzocyclobutenol 和 Cyclodienenone 進行不對稱加成反應作為實驗目標，利用不同的溶劑在不同溫度下進行反應，探討產物的衍生物產率和鏡像超越值的差異。首先，尋找出一個最佳反應條件，改變濃度、溫度、比例等變因並優化反應。接著嘗試改變 Cyclodienenone 上的官能基組合，觀察其對反應造成的影響並探討，及測試此銠金屬催化劑對不同官能基的容忍性，增加其官能基廣度。實驗結果顯示，大部分反應條件產率可達60%以上，光學選擇性 e.e.超過 90%。未來希望能將此銠金屬催化反應應用於不對稱藥物合成，成為一個合成高光學選擇性和高光學活性產物的方法，達到省時、省錢及高效之目的。
化學科,探討不同條件溶液結冰時溶質匯聚現象的差異,,,,我們發現有些水溶液結冰後會推擠溶質到中央匯聚成顏色較深的區域，但有些溶液卻不會，到底是什麼原因造成此現象的差異？於是我們操縱各種變因來觀察它們對溶液結冰時溶質匯聚表現的影響。實驗發現並非所有的濃度都會匯聚；不同溶質的匯聚情形也不同；水質所含雜質越多匯聚效果越差，且結冰後氣泡分布也各有特色；上下等寬的容器呈角錐狀匯聚，下窄上寬的容器則為柱狀匯聚；先結冰的地方會推擠溶質到後結冰的地方且結冰速率越慢匯聚程度越好；最後我們利用保麗龍包覆+重力方向來控制結冰順序使冰晶推擠力達到加倍的效果，再透過自製離子濃度檢測器發現冰塊中溶質匯聚區的濃度並非均勻一致，而是依結冰的順序而有低、中、高的「濃度梯度」現象。
工程學科,三槽式微生物燃料電池及不同尿液中微生物產電效率影響之探討,SLAM,YOLO,機器,本研究以可辨識、定位、記憶空間物品的眼鏡，建構可於非固定環境與人協同作業的搬運機器人。眼鏡結合 SLAM 即時定位與地圖構建及 YOLO 即時物體偵測，透過 SLAM 平面偵測建構空間中平面資訊，作為物品座標及物理資訊的依據參考，再經過深度學習訓練後的YOLO 模型達到辨識物品，結合兩者建立空間與物品的依存關係。透過網路即時傳輸環境資訊與指令，使機器人可以知道使用者移動的物品位置，並自主於環境中搬運物品，實現更有效的人機協同作業。本作品運用範圍，包括工地建材搬運、居家物品整理等，使人與機器人能並肩工作，提升人與機器人整合互動。
工程學科,鈦合金骨釘植入位置與脊椎椎體受力之分析比較,鈦合金骨釘,脊椎,生物力學分析,臨床手術中常有骨釘植入位置偏差之情形，且目前並無研究針對骨釘植入位置對椎體力學反應之探討，故本研究使用 CAD 軟體Solidworks 建立 11 個不同骨釘植入位置的人體第三節腰椎模型，利用有限元素分析軟體 ANSYS 進行力學模擬分析，計算不同骨釘植入位置於不同負載條件以及有無骨整合情況下，腰椎椎體的應力情形與整體結構之穩定度。研究結果顯示，在不考慮傷及神經或是骨釘穿出骨頭的情況下，當椎體與骨釘若受前彎、後仰、側彎、旋轉及無軸向負載)時，骨釘螺帽中點至棘突中軸的垂直投影距離越小，椎體位移亦越小，結構越穩定；且不論有無骨整合都呈現相似走勢。骨科醫師表示仍會選擇打在目前最普遍的植入位置最為保險；但依照本研究結果，當臨床手術醫師面臨植入常規位置困難度較高時，骨釘植入位置若稍偏外側穩定度並不會有顯著差異，且可避免傷及中樞神經系統。
工程學科,多模式步態復健視覺提示系統與其提示參 數自動最佳化,視覺提示,步態復健,帕金森氏症,臺灣已進入高齡社會，步態復健對於亞健康及慢性病族群極為重要，以帕金森氏症患者為例，他們常行走困難且容易跌倒。提升跨步品質的視覺提示是非常有效的協助方式，但臨床多仰賴治療師在地上貼膠帶或擺物件，調整不易且只受限於特定場所，因此居家自行照顧困難。先前已有研究開發出輕便可攜的裝置，能調整視覺提示，但每位使用者對不同提示模式的反應不一。本研究提出創新方法解決治療師手動調整的問題。以低成本周邊所建置的系統已能即時無線的變換不同提示模式、調控其參數，和自動計算各步態參數。其使用 MG90s 伺服機調整投射角度、霍爾式旋轉角度計裝在輪子上測量位移、Wi-Fi 無線接收及操控參數。已經完成自動化探索使用者能力，並作最佳化的視覺提示設定。讓使用者不必出門，居家使用時，皆有最佳的視覺提示設定，得以更短的時程達到更好的復健效果。
工程學科,真的是 23.5 度嗎？－以天文及氣象資料探討固定型太陽能板最佳架設傾斜角,太陽運行軌跡,太陽能發電,,太陽能板一架設完成就要發電 20 年，若架設角度不正確，會嚴重影響長達 20 年整體發電量。那太陽能板最佳架設角度為何?又如何確保施工時能正確架設該最佳角度?為解決上述問題，本科展作品，藉由理論計算、電腦模擬實驗與實際系統量測交互比較驗證，依據太陽運行軌跡與氣候資料，逐步探討出固定型太陽能板最佳架設角度。我們依序進行 9 個實驗，成功驗證一套能依據太陽能板所在緯度與方位角來決定出固定型太陽能板最佳架設傾斜角的方法。更進一步使用數值方法以曲線揉合(curve fitting)法來得出公式，使其不需大量運算即可算出固定型太陽能板最佳架設傾斜角。最後，本科展作品使用 BrainGo 控制板、直線雷射、GPS、電子羅盤與陀螺儀，成功研製一固定型太陽能板架設角度標示儀，能有效幫助業者與 DIY 者輕易架設正確固定型太陽能板架設最佳角度，有效確保 20年的太陽能系統發電效率。
工程學科,多功能數值控制微型射出成形機,射出成形,數值控制,變導程螺桿,高職機械群科在學習的過程中常常接觸到射出成形相關領域，我們想自主設計開發微形射出成形機，並和工業界生產的機台以液壓為射出機構不同。所以本專題以 3D 列印機的運動控制及材料加熱系統為基礎，利用變導程螺桿的加壓射出機構及螺桿導軌鎖閉模機構來完成射出成形所需的各個機械動作。變導程螺桿做出材料的輸送及射出動作，加壓後可將空氣排出，進而取代了原本注塞式和一般螺桿式的加壓射出；再利用公模、母模、頂射板和母模固定板所形成的射出模系統，進行自動化。由於機台微小化，操作方式和現行 3D 列印機操作方式類似，所以可作為教學之教具使用，亦可由同學自行設計模具進行射出成形操作。也能針對不同的材料做為射出的成品。
生物化學科,以蛋白質工程開發新穎酵素於高尿酸檢測及降解藥物,尿酸氧化酶,尿酸降解,蛋白質工程,"尿酸氧化酶參與嘌呤代謝，然人類尿酸氧化酶基因已退化，易使過量尿酸沉積於關節造成痛風，近年來微生物源尿酸氧化酶之酵素工程改良，逐漸被應用於尿酸檢測與降解藥物，因此具極高研發價值。本研究針對微生物源尿酸氧化酶進行基因體探勘，篩選出抗輻射奇異球菌(Deinococcus radiodurans)及耐熱雙球桿菌(Thermobispora bispora)源尿酸氧化酶基因，以蛋白質異源表現與金屬螯合層析法純化取得重組尿酸氧化酶，進行酵素動力學、熱穩定分析、結構解析、金屬離子耐受性分析與尿酸檢測應用。在最佳反應條件下，抗輻射奇異球菌源酵素於 30 ℃之 Km與 Kcat為 679.03 μM, 30.33 s-1；耐熱雙球桿菌源酵素於 70 ℃之 Km 與 Kcat 為 191.31 μM, 12.85 s-1。此外，我們已解析耐熱雙球桿菌源尿酸氧化酶結構，發現其羧基端之特異性構型可能與熱穩定性有關。本研究以此兩種尿酸氧化酶為酵素工程改良標的，盼未來能研發作為快速篩檢與臨床治療之生物替代藥物。"
地球與環境科學科,水庫吸塵器—水庫水力旋流排淤之探討,水庫,旋流,清淤,為改善水庫淤積問題，提出清除泥砂淤積與水土資源回收之解決方案，本研究採旋風吸塵器概念製作結構簡單的水力旋流分離裝置，可在水庫供水時同時排淤，並運用虹吸引水方式抽取淤泥，以高度、管徑、圓桶長度作為影響旋流分離的主因，經實驗發現，改變此三項變因可影響流速，進而影響分離率，實驗中可有效分離 99%河砂與 97.5%白河水庫淤泥。從模擬水庫排砂的實驗中，探討淤積粒徑的分布區與不同水力排淤工法的效益，依實驗結果得到水力旋流分離適用於水庫中上游粒徑大於黏土的淤積，水庫下游可搭配排淤隧道排出較難分離的黏土淤積，兩者搭配使用清淤將可不再受天候限制，並可蓄清排淤達到節能減碳的效果，延長水庫的壽命並降低原水濁度。
地球與環境科學科,颱風在短期與長期內影響海洋表層葉綠素a 濃度改變之探討,颱風,葉綠素 a,營養鹽,本研究主要探討颱風強度對於海洋表層葉綠素 a 的濃度影響的程度。颱風資料由 Joint Typhoon Warning Center 資料庫中選取 2008~2012 年之西北太平洋颱風，共 104 個颱風。每天中相隔 12 小時取兩組資料，包含颱風經緯度、近中心最大風速與氣壓；葉綠素 a 濃度資料則取自 NASA Ocean Color 資料庫，對應颱風路徑中每天兩個取樣時間，找出以颱風為中心，長寬各 150km 範圍內的葉綠素 a 濃度，並利用 Matlab 程式輔助處理大量數據。為清楚了解颱風對海表面葉綠素 a 濃度的影響，研究中將影響時間分為短期及長期兩組分別進行分析。所謂「短期」是指颱風經過前、後一天內，而「長期」則是颱風經過的前一周到後兩周內的時間。分析結果顯示颱風過後一天海表面葉綠素 a 濃度平均增加近 50%，且颱風近中心最大風速與中心氣壓在短期對於葉綠素 a 濃度分別呈現正相關與負相關；而長期來看，無論颱風近中心最大風速或是中心氣壓和葉綠素 a 濃度的關係較不明顯，但是颱風過後 10 天內，海表面葉綠素 a 濃度明顯高於颱風來臨前。
地球與環境科學科,臺灣極端寒流個案與東亞地區冬季氣候之關聯,臺北寒流,1985 年前後,迴歸分析,本研究定義 1967~2016 年的極端寒流並將其分成 1985 前與 1986 後兩個時期，進行前後期寒流個案合成之綜觀環境場的比較，得知前後期確實有所不同，且以天為單位，後期寒流及非寒流差異較不明顯，推測需要更長時間尺度才能凸顯差異。再以臺北冬溫與世界冬季的溫度、風場做相關性分析，發現緯向風的蒙古地區，在前後期正相關性都相對明顯；經向風則是西伯利亞西部的負相關在前後期皆較明顯。因此，我們分別取蒙古緯向風及西伯利亞經向風以月為單位做不同季節延遲、同步及領先的迴歸分析，並發現與臺北冬溫相關性最高者，分別為蒙古冬季同步緯向風，及西伯利亞春季領先 2 經向風。最後為了驗證，再將此二風場1967~2016 年的數據分為寒流、非寒流期間及全部數據進行比較，觀察同個月份在寒流及非寒流期間與平均值的差別，也探討這些差異與臺北冬溫三個月份間的差異有何異同，結果證實寒流及非寒流大多具有明顯不同。
地球與環境科學科,全球平均海平面的年際變化,海平面,年際震盪,相關性,本研究探討年際氣候震盪對全球平均海平面的影響，故將衛星測高儀數據剔除長期趨勢與季節波動後，與數個氣候指數進行互相關及同調性頻譜分析，其結果為：(i) 海平面與ENSO，尤其是 Central-Pacific Types 在一年半以上的時間尺度，有高度相關，相關的原因可能與混合層溫度變化、陸地降雨海陸分布的變化有關。(ii) 海平面與 PDO、AMO 的相關性分別集中在 4 年以上與 2 年到 10 年，海水的熱含量變化可能是主因。AMO 相關性最高是在其比海平面早發生 8 個月的時間。 (iii) 雖然研究資料不包含北極海，但結果指出海平面與AO 有弱相關，意味著北極海的年際溫鹽變化，對於全球海平面有遙相關的影響。(iv) 海平面與 AAO 似乎有弱相關，但是無法確定。最後本研究將上述五個指數以最小平方法擬合海平面年際變化，得到各指數的相對強度貢獻比例，有助於了解在未來全球暖化下的海平面變化。
